ma_bds,dien_tich_su_dung_m2,gia(ty),phap_ly,ngay_dang,phuong_xa,quan_huyen,thanh_pho,nha_tam,phong_ngu,dien_tich_dat_m2
22668949,50.0,4.0,Sổ đỏ,2025-03-07,Việt Hùng,None,Hà Nội,,,50.0
22668289,53.0,6.499,Sổ đỏ,2025-03-06,Ngô Thì Nhậm - Phường Quang Trung,Hà Đông,Hà Nội,3,4,54.0
22668345,32.0,8.3,Sổ đỏ,2025-03-06,Quỳnh Lôi - Phường Thanh Nhàn,Hai Bà Trưng,Hà Nội,4,4,32.0
22668443,94.0,5.148,Sổ đỏ,2025-03-06,Cao Lỗ,None,Hà Nội,,,94.0
22668473,50.0,11.0,Sổ đỏ,2025-03-06,Ngõ Xã Đàn - Phường Nam Đồng,Đống Đa,Hà Nội,6,6,
22668538,39.0,5.0,Sổ đỏ,2025-03-06,Quang Trung - Phường La Khê,Hà Đông,Hà Nội,,,39.0
22668549,70.0,9.0,Sổ đỏ,2025-03-06,Lê Lợi - Phường Nguyễn Trãi,Hà Đông,Hà Nội,,,70.0
22668554,51.0,7.0,Sổ đỏ,2025-03-06,Vạn Phúc - Phường Vạn Phúc,Hà Đông,Hà Nội,1,1,51.0
22668087,35.0,8.9,Sổ đỏ,2025-03-05,Hoàng Quốc Việt - Phường Nghĩa Tân,Cầu Giấy,Hà Nội,4,4,40.0
22668075,60.0,14.8,Sổ đỏ,2025-03-05,Trần Duy Hưng - Phường Trung Hòa,Cầu Giấy,Hà Nội,6,,60.0
22668203,33.0,5.85,Sổ đỏ,2025-03-05,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,3,4,31.0
22668151,36.0,7.35,Sổ đỏ,2025-03-05,Bùi Xương Trạch - Phường Khương Đình,Thanh Xuân,Hà Nội,6,,36.0
22668062,40.0,9.95,Sổ đỏ,2025-03-05,Phố Tây Sơn - Phường Quang Trung,Đống Đa,Hà Nội,5,5,40.0
22668069,66.0,24.5,Sổ đỏ,2025-03-05,Kim Giang - Phường Đại Kim,Hoàng Mai,Hà Nội,5,5,66.0
22667680,40.0,10.0,Sổ đỏ,2025-03-04,Ngô Thì Nhậm - Phường Quang Trung,Hà Đông,Hà Nội,3,3,42.0
22667681,45.0,14.0,Sổ đỏ,2025-03-04,Ngô Thì Nhậm - Phường Quang Trung,Hà Đông,Hà Nội,5,5,40.0
22667683,46.0,11.0,Sổ đỏ,2025-03-04,Ngô Thì Nhậm - Phường Quang Trung,Hà Đông,Hà Nội,3,4,42.0
22667684,40.0,6.0,Sổ đỏ,2025-03-04,Quang Trung - Phường La Khê,Hà Đông,Hà Nội,3,2,40.0
22667961,90.0,4.0,Sổ đỏ,2025-03-04,Xuân Thủy - Phường Dịch Vọng Hậu,Cầu Giấy,Hà Nội,2,2,
22667909,48.0,8.99,Sổ đỏ,2025-03-04,Bùi Xương Trạch - Phường Khương Đình,Thanh Xuân,Hà Nội,4,3,48.0
22667808,32.0,6.0,Sổ đỏ,2025-03-04,Đại Từ - Phường Đại Kim,Hoàng Mai,Hà Nội,4,4,32.0
22667718,70.0,20.0,Sổ đỏ,2025-03-04,Hạ Mỗ - Tân Hội,None,Hà Nội,4,6,88.0
22667812,63.0,2.98,Sổ đỏ,2025-03-04,Nguyễn Trãi - Phường Thanh Xuân Trung,Thanh Xuân,Hà Nội,2,1,
22667752,45.0,0.007,Hợp đồng mua bán,2025-03-04,Hoàng Quốc Việt - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,4,3,45.0
22667866,31.0,3.9,Sổ đỏ,2025-03-04,Gia Thượng - Phường Ngọc Thụy,Long Biên,Hà Nội,4,4,31.0
22667789,40.0,9.5,Sổ đỏ,2025-03-04,Tân Mai - Phường Tân Mai,Hoàng Mai,Hà Nội,4,5,40.0
22667661,35.0,5.45,Sổ đỏ,2025-03-03,Kim Giang - Phường Đại Kim,Hoàng Mai,Hà Nội,4,,35.0
22667420,45.0,9.5,Sổ đỏ,2025-03-03,Cầu Giấy - Phường Quan Hoa,Cầu Giấy,Hà Nội,5,5,45.0
22667419,,7.5,Sổ đỏ,2025-03-03,Nguyễn Ngọc Vũ - Phường Dịch Vọng Hậu,Cầu Giấy,Hà Nội,4,4,40.0
22667544,72.0,5.53,Sổ hồng,2025-03-03,Nguyễn Thanh Bình - Phường La Khê,Hà Đông,Hà Nội,2,2,
22667546,71.0,5.45,Sổ hồng,2025-03-03,Nguyễn Thanh Bình - Phường La Khê,Hà Đông,Hà Nội,2,2,
22667601,32.0,7.55,Sổ đỏ,2025-03-03,Định Công Thượng - Phường Định Công,Hoàng Mai,Hà Nội,4,5,32.0
22667206,45.0,6.999,Sổ đỏ,2025-03-01,Võ Chí Công - Phường Phú Thượng,Tây Hồ,Hà Nội,3,3,45.0
22664681,105.0,17.0,Sổ đỏ,2025-02-28,Khu Dân Cư 918 Gia Thụy - Phường Phúc Đồng,Long Biên,Hà Nội,,,107.0
22666951,150.0,142.0,Sổ đỏ,2025-02-28,Phố Vũ Miên - Phường Yên Phụ,Tây Hồ,Hà Nội,12,7,140.0
22666852,,0.004,Giấy tờ viết tay,2025-02-28,Đường Bưởi - Phường Vĩnh Phúc,Ba Đình,Hà Nội,,,45.0
22666892,,12.5,Sổ đỏ,2025-02-28,Hoàng Hoa Thám - Phường Ngọc Hà,Ba Đình,Hà Nội,4,3,76.0
22666626,160.0,71.0,Sổ đỏ,2025-02-27,Vương Thừa Vũ - Phường Khương Trung,Thanh Xuân,Hà Nội,3,4,160.0
22658945,60.0,30.0,Sổ đỏ,2025-02-26,Thái Phiên - Phường Lê Đại Hành,Hai Bà Trưng,Hà Nội,1,1,60.0
22657905,40.0,48.0,Sổ đỏ,2025-02-26,Hàm Long - Phường Hàng Bài,Hoàn Kiếm,Hà Nội,5,5,40.0
22666539,74.0,22.0,Sổ đỏ,2025-02-26,Bùi Xuân Phái - Phường Mễ Trì,Nam Từ Liêm,Hà Nội,20,21,74.0
22662922,150.0,7.3,Sổ đỏ,2025-02-25,Ngõ Gốc Đề - Phường Hoàng Văn Thụ,Hoàng Mai,Hà Nội,6,3,38.0
22663137,125.0,6.35,Sổ đỏ,2025-02-25,Trương Định - Phường Giáp Bát,Hoàng Mai,Hà Nội,4,4,25.0
22665544,,7.3,Sổ đỏ,2025-02-25,Ngõ Gốc Đề - Phường Hoàng Văn Thụ,Hoàng Mai,Hà Nội,6,3,35.0
22666024,50.0,10.55,Sổ đỏ,2025-02-25,Trần Cung - Phường Cổ Nhuế 1,Bắc Từ Liêm,Hà Nội,4,7,50.0
22666135,48.0,6.65,Sổ đỏ,2025-02-25,Khâm Thiên - Phường Khâm Thiên,Đống Đa,Hà Nội,4,3,48.0
22666072,185.0,0.01,Sổ hồng,2025-02-25,Tỉnh Lộ 421B,None,Lộ 421B,,,185.0
22666085,30.0,4.9,Sổ đỏ,2025-02-25,Xã Đàn - Phường Ô Chợ Dừa,Đống Đa,Hà Nội,3,3,30.0
22666282,,4.6,Sổ đỏ,2025-02-25,Khương Trung - Phường Khương Trung,Thanh Xuân,Hà Nội,2,3,25.0
22665693,90.0,4.7,Sổ đỏ,2025-02-24,Hà Trì - Phường Hà Cầu,Hà Đông,Hà Nội,3,2,30.0
22665649,200.0,7.0,Sổ đỏ,2025-02-24,Ngọc Hà - Phường Ngọc Hà,Ba Đình,Hà Nội,6,5,40.0
22665665,200.0,8.9,Sổ đỏ,2025-02-24,Đội Nhân - Phường Vĩnh Phúc,Ba Đình,Hà Nội,4,4,40.0
22665202,103.0,2.608,Sổ đỏ,2025-02-23,Tỉnh Lộ 429,None,Lộ 429,,,103.0
22665280,48.0,6.65,Sổ đỏ,2025-02-23,Khâm Thiên - Phường Khâm Thiên,Đống Đa,Hà Nội,4,3,48.0
22665084,135.0,28.0,Sổ đỏ,2025-02-22,Xuân La - Phường Xuân La,Tây Hồ,Hà Nội,23,24,135.0
22664574,115.0,79.0,Sổ đỏ,2025-02-22,Lạc Long Quân - Phường Xuân La,Tây Hồ,Hà Nội,8,9,115.0
22665050,38.0,7.38,Sổ đỏ,2025-02-22,Vĩnh Hưng - Phường Vĩnh Hưng,Hoàng Mai,Hà Nội,3,4,38.0
22657267,60.0,4.2,Sổ đỏ,2025-02-22,Ngọc Hà - Phường Ngọc Hà,Ba Đình,Hà Nội,2,2,20.0
22657276,,9.28,Sổ đỏ,2025-02-22,Nguyên Hồng - Phường Thành Công,Ba Đình,Hà Nội,4,3,45.0
22657300,112.0,6.15,Sổ đỏ,2025-02-22,Đội Cấn - Phường Đội Cấn,Ba Đình,Hà Nội,2,2,28.0
22656279,42.0,6.98,Sổ đỏ,2025-02-22,Vĩnh Hưng - Phường Vĩnh Hưng,Hoàng Mai,Hà Nội,3,4,42.0
22656443,45.0,8.05,Sổ đỏ,2025-02-22,Minh Khai - Phường Minh Khai,Hai Bà Trưng,Hà Nội,3,4,45.0
22656456,26.0,2.5,Hợp đồng mua bán,2025-02-22,Lĩnh Nam - Phường Lĩnh Nam,Hoàng Mai,Hà Nội,2,3,26.0
22656875,47.0,7.48,Sổ đỏ,2025-02-22,Đại Cồ Việt - Phường Bách Khoa,Hai Bà Trưng,Hà Nội,6,5,47.0
22656881,33.0,5.95,Sổ đỏ,2025-02-22,Lĩnh Nam - Phường Lĩnh Nam,Hoàng Mai,Hà Nội,3,4,33.0
22656949,50.0,6.95,Sổ đỏ,2025-02-22,Hoàng Văn Thụ - Phường Hoàng Văn Thụ,Hoàng Mai,Hà Nội,6,4,50.0
22657261,68.0,15.8,Sổ đỏ,2025-02-22,Vĩnh Hưng - Phường Vĩnh Hưng,Hoàng Mai,Hà Nội,9,6,68.0
22665057,50.0,11.0,Sổ đỏ,2025-02-22,Định Công Thượng - Phường Định Công,Hoàng Mai,Hà Nội,,,50.0
22664925,67.0,14.5,Sổ đỏ,2025-02-22,Lê Quý Đôn - Phường Hà Cầu,Hà Đông,Hà Nội,6,4,68.0
22664903,42.0,8.9,Sổ đỏ,2025-02-22,An Dương Vương - Phường Phú Thượng,Tây Hồ,Hà Nội,4,4,42.0
22664896,200.0,7.499,Sổ đỏ,2025-02-22,Trần Bình - Phường Mai Dịch,Cầu Giấy,Hà Nội,4,4,40.0
22665058,32.0,4.6,Sổ hồng,2025-02-22,Đường 70,None,Hà Nội,3,3,32.0
22665113,320.0,12.5,Sổ đỏ,2025-02-22,Xã Đàn - Phường Phương Liên,Đống Đa,Hà Nội,6,6,44.0
22665146,135.0,28.0,Sổ đỏ,2025-02-22,Xuân La - Phường Xuân La,Tây Hồ,Hà Nội,23,24,135.0
22665144,30.0,6.5,Sổ đỏ,2025-02-22,Lạc Long Quân - Phường Bưởi,Tây Hồ,Hà Nội,3,4,30.0
22665155,73.0,17.5,Sổ đỏ,2025-02-22,Xuân La - Phường Xuân La,Tây Hồ,Hà Nội,4,4,73.0
22664431,,8.99,Sổ đỏ,2025-02-21,Tam Trinh - Phường Hoàng Văn Thụ,Hoàng Mai,Hà Nội,6,6,57.0
22664390,,8.95,Sổ đỏ,2025-02-21,Tân Mai - Phường Tân Mai,Hoàng Mai,Hà Nội,5,5,55.0
22664517,,7.25,Sổ đỏ,2025-02-21,Tân Mai - Phường Tân Mai,Hoàng Mai,Hà Nội,5,4,43.0
22664766,82.0,24.6,Hợp đồng mua bán,2025-02-21,Khu Dân Cư 918 Gia Thụy - Phường Thượng Thanh,Long Biên,Hà Nội,,,82.0
22664866,240.0,8.7,Sổ đỏ,2025-02-21,Yên Hòa - Phường Yên Hòa,Cầu Giấy,Hà Nội,8,6,40.0
22664865,200.0,8.45,Sổ đỏ,2025-02-21,Dương Quảng Hàm - Phường Quan Hoa,Cầu Giấy,Hà Nội,4,4,40.0
22660933,,2.3,Sổ đỏ,2025-02-20,Bát Khối,None,Hà Nội,,,33.0
22660934,,3.35,Sổ đỏ,2025-02-20,Bát Khối,None,Hà Nội,,,42.0
22660935,,4.55,Sổ đỏ,2025-02-20,Bát Khối,None,Hà Nội,,,40.0
22660936,,10.5,Sổ đỏ,2025-02-20,Cổ Linh - Phường Long Biên,Long Biên,Hà Nội,4,5,43.0
22660938,,12.0,Sổ đỏ,2025-02-20,Đàm Quang Trung - Phường Long Biên,Long Biên,Hà Nội,4,5,42.0
22660939,,17.0,Sổ đỏ,2025-02-20,Đàm Quang Trung - Phường Long Biên,Long Biên,Hà Nội,6,5,53.0
22664214,72.0,38.5,Sổ đỏ,2025-02-20,Khâm Thiên - Phường Thổ Quan,Đống Đa,Hà Nội,9,4,72.0
22664412,48.0,39.5,Sổ đỏ,2025-02-20,Chùa Bộc - Phường Quang Trung,Đống Đa,Hà Nội,,3,48.0
22664381,,10.98,Sổ đỏ,2025-02-20,Kim Giang - Phường Đại Kim,Hoàng Mai,Hà Nội,6,3,50.0
22664014,30.0,6.85,Sổ đỏ,2025-02-19,Phúc lợi - Phường Phúc Lợi,Long Biên,Hà Nội,3,3,30.0
22663865,,8.0,Sổ đỏ,2025-02-19,Nguyễn Viết Xuân - Phường Khương Mai,Thanh Xuân,Hà Nội,3,3,40.0
22658072,100.0,10.599,Sổ đỏ,2025-02-18,Cổ Nhuế - Phường Cổ Nhuế 2,Bắc Từ Liêm,Hà Nội,4,5,100.0
22659673,30.0,6.05,Sổ đỏ,2025-02-18,Cổ Nhuế - Phường Cổ Nhuế 2,Bắc Từ Liêm,Hà Nội,4,5,30.0
22657469,62.0,9.3,Sổ đỏ,2025-02-18,Cổ Nhuế - Phường Cổ Nhuế 2,Bắc Từ Liêm,Hà Nội,4,5,62.0
22658047,40.0,14.5,Sổ đỏ,2025-02-18,Cầu Giấy - Phường Quan Hoa,Cầu Giấy,Hà Nội,4,6,40.0
22657466,55.0,14.899,Sổ đỏ,2025-02-18,Phạm Văn Đồng - Phường Cổ Nhuế 2,Bắc Từ Liêm,Hà Nội,13,13,55.0
22657463,60.0,16.95,Sổ đỏ,2025-02-18,Trần Bình - Phường Mai Dịch,Cầu Giấy,Hà Nội,6,8,60.0
22657461,51.0,14.2,Sổ đỏ,2025-02-18,Hàm Nghi - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,5,8,51.0
22644442,55.0,19.6,Sổ đỏ,2025-02-18,Trần Quốc Hoàn - Phường Dịch Vọng Hậu,Cầu Giấy,Hà Nội,6,8,40.0
22657435,45.0,8.879,Sổ đỏ,2025-02-18,Cầu Giấy - Phường Dịch Vọng,Cầu Giấy,Hà Nội,9,9,45.0
22660305,50.0,9.5,Sổ đỏ,2025-02-18,Lê Quang Đạo - Phường Phú Đô,Nam Từ Liêm,Hà Nội,4,5,50.0
22657153,30.0,7.649,Sổ đỏ,2025-02-18,Cầu Giấy - Phường Dịch Vọng,Cầu Giấy,Hà Nội,3,4,25.0
22661873,46.0,14.399,Sổ đỏ,2025-02-18,Hạ Yên Quyết - Phường Yên Hòa,Cầu Giấy,Hà Nội,5,6,46.0
22657204,50.0,8.298,Sổ đỏ,2025-02-18,Cổ Nhuế - Phường Cổ Nhuế 2,Bắc Từ Liêm,Hà Nội,6,7,50.0
22662567,45.0,12.85,Sổ đỏ,2025-02-18,Dịch Vọng - Phường Dịch Vọng,Cầu Giấy,Hà Nội,6,6,45.0
22662585,50.0,8.299,Sổ đỏ,2025-02-18,Trần Cung - Phường Cổ Nhuế 1,Bắc Từ Liêm,Hà Nội,6,6,48.0
22662781,55.0,8.999,Sổ đỏ,2025-02-18,Cầu Giấy - Phường Dịch Vọng,Cầu Giấy,Hà Nội,6,7,55.0
22663259,44.0,7.699,Sổ đỏ,2025-02-18,Cầu Giấy - Phường Dịch Vọng,Cầu Giấy,Hà Nội,4,5,44.0
22663586,35.0,8199.0,Sổ đỏ,2025-02-18,Quan Hoa - Phường Quan Hoa,Cầu Giấy,Hà Nội,6,5,45.0
22663263,35.0,7.799,Sổ đỏ,2025-02-18,Hoàng Quốc Việt - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,4,5,35.0
22663343,,10.0,Sổ đỏ,2025-02-18,Xuân Đỉnh - Phường Xuân Đỉnh,Bắc Từ Liêm,Hà Nội,3,3,70.0
22663610,48.0,7.2,Sổ đỏ,2025-02-18,Trần Cung - Phường Nghĩa Tân,Cầu Giấy,Hà Nội,4,3,48.0
22663797,52.0,22.2,Sổ đỏ,2025-02-18,Kim Đồng - Phường Giáp Bát,Hoàng Mai,Hà Nội,4,6,52.0
22662540,,33.0,Sổ đỏ,2025-02-17,Mai Hắc Đế - Phường Lê Đại Hành,Hai Bà Trưng,Hà Nội,3,5,40.0
22662541,,18.5,Sổ đỏ,2025-02-17,Nguyễn Trường Tộ - Phường Trúc Bạch,Ba Đình,Hà Nội,2,4,25.0
22662539,,7.8,Sổ đỏ,2025-02-17,Tam Trinh - Phường Mai Động,Hoàng Mai,Hà Nội,3,4,45.0
22660894,,3.65,Sổ đỏ,2025-02-17,Bạch Mai - Phường Bạch Mai,Hai Bà Trưng,Hà Nội,3,3,21.0
22661004,,3.65,Sổ đỏ,2025-02-17,Bạch Mai - Phường Bạch Mai,Hai Bà Trưng,Hà Nội,3,3,21.0
22660662,33.0,6.15,Sổ đỏ,2025-02-17,Minh Khai - Phường Mai Động,Hoàng Mai,Hà Nội,4,3,33.0
22663350,,8.0,Sổ đỏ,2025-02-17,Hoàng Văn Thái - Phường Khương Mai,Thanh Xuân,Hà Nội,3,3,48.0
22663412,,7.68,Sổ đỏ,2025-02-17,Minh Khai - Phường Minh Khai,Hai Bà Trưng,Hà Nội,4,2,40.0
22663384,46.0,9.999,Sổ đỏ,2025-02-17,Thái Thịnh - Phường Láng Hạ,Đống Đa,Hà Nội,8,9,46.0
22663430,77.0,8.4,Sổ đỏ,2025-02-17,Đội Cấn - Phường Ngọc Hà,Ba Đình,Hà Nội,3,3,77.0
22663396,,8.0,Sổ đỏ,2025-02-17,Tô Vĩnh Diện - Phường Khương Trung,Thanh Xuân,Hà Nội,3,3,45.0
22663228,80.0,5.5,Sổ hồng,2025-02-16,Tây Mỗ - Phường Đại Mỗ,Nam Từ Liêm,Hà Nội,3,2,
22663232,46.0,11.0,Sổ đỏ,2025-02-16,Thái Thịnh - Phường Láng Hạ,Đống Đa,Hà Nội,10,15,46.0
22663246,40.0,4.1,Sổ đỏ,2025-02-16,Kim Mã - Phường Kim Mã,Ba Đình,Hà Nội,2,2,40.0
22663072,,6.18,Sổ đỏ,2025-02-15,Minh Khai - Phường Minh Khai,Hai Bà Trưng,Hà Nội,4,2,32.0
22663069,60.0,3.3,Sổ hồng,2025-02-15,Trần Tử Bình - Phường Nghĩa Tân,Cầu Giấy,Hà Nội,2,,
22663133,250.0,18.6,Sổ đỏ,2025-02-15,Cổ Loa,None,Hà Nội,4,5,63.0
22662960,150.0,5.6,Sổ đỏ,2025-02-14,Giáp Nhị - Phường Thịnh Liệt,Hoàng Mai,Hà Nội,3,4,30.0
22662904,31.0,5.4,Sổ đỏ,2025-02-14,Chu Huy Mân - Phường Phúc Đồng,Long Biên,Hà Nội,3,3,31.0
22655919,220.0,6.4,Sổ đỏ,2025-02-13,Nguyễn Văn Cừ - Phường Gia Thụy,Long Biên,Hà Nội,4,4,45.0
22656158,200.0,6.3,Sổ đỏ,2025-02-13,Kim Quan - Phường Việt Hưng,Long Biên,Hà Nội,3,4,40.0
22656122,62.0,4.4,Sổ đỏ,2025-02-13,Gia Thượng - Phường Thượng Thanh,Long Biên,Hà Nội,3,3,62.0
22639797,,0.57,Sổ đỏ,2025-02-13,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,4,3,42.0
22662746,,10.5,Sổ đỏ,2025-02-13,Đàm Quang Trung - Phường Long Biên,Long Biên,Hà Nội,4,5,42.0
22662405,200.0,160.0,Sổ đỏ,2025-02-12,Hàng Cót - Phường Hàng Mã,Hoàn Kiếm,Hà Nội,,,200.0
22662150,40.0,9.5,Sổ đỏ,2025-02-11,Tân Mai - Phường Tân Mai,Hoàng Mai,Hà Nội,5,6,28.0
22662258,251.0,15.0,Sổ hồng,2025-02-11,Thôn Dân Lập,None,Hà Nội,3,2,239.0
22662269,45.0,8.8,Sổ đỏ,2025-02-11,Vành Đai 3 - Phường Định Công,Hoàng Mai,Hà Nội,4,4,45.0
22662316,,142.0,Sổ hồng,2025-02-11,Cổ Loa,None,Hà Nội,6,5,212.0
22659967,70.0,4.099,Sổ đỏ,2025-02-10,Lê Đức Thọ - Phường Mai Dịch,Cầu Giấy,Hà Nội,2,2,
22660833,35.0,10.899,Sổ đỏ,2025-02-10,Nghĩa Tân - Phường Nghĩa Tân,Cầu Giấy,Hà Nội,4,6,35.0
22657313,31.0,5.85,Sổ đỏ,2025-02-10,Cổ Nhuế - Phường Cổ Nhuế 2,Bắc Từ Liêm,Hà Nội,3,4,31.0
22659963,66.0,4.099,Sổ đỏ,2025-02-10,Nam Trung Yên - Phường Yên Hòa,Cầu Giấy,Hà Nội,1,1,
22660732,85.0,15.9,Sổ đỏ,2025-02-10,Hồ Tùng Mậu - Phường Mai Dịch,Cầu Giấy,Hà Nội,19,21,85.0
22660718,32.0,6.8,Sổ đỏ,2025-02-10,Cầu Giấy - Phường Quan Hoa,Cầu Giấy,Hà Nội,3,4,32.0
22660587,68.0,1.55,Hợp đồng mua bán,2025-02-10,Hồ Tùng Mậu - Phường Phú Diễn,Bắc Từ Liêm,Hà Nội,2,1,40.0
22660391,66.0,11.3,Sổ đỏ,2025-02-10,Cổ Nhuế - Phường Cổ Nhuế 2,Bắc Từ Liêm,Hà Nội,4,5,66.0
22660053,59.0,18.5,Sổ đỏ,2025-02-10,Trần Cung - Phường Cổ Nhuế 1,Bắc Từ Liêm,Hà Nội,5,6,60.0
22659982,35.0,6.399,Sổ đỏ,2025-02-10,Cổ Nhuế - Phường Cổ Nhuế 2,Bắc Từ Liêm,Hà Nội,3,4,35.0
22659981,30.0,6.149,Sổ đỏ,2025-02-10,Cổ Nhuế - Phường Cổ Nhuế 2,Bắc Từ Liêm,Hà Nội,3,5,30.0
22659978,89.0,13.5,Sổ đỏ,2025-02-10,Cổ Nhuế - Phường Cổ Nhuế 2,Bắc Từ Liêm,Hà Nội,,,89.0
22659976,58.0,15.199,Sổ đỏ,2025-02-10,Hồ Tùng Mậu - Phường Mai Dịch,Cầu Giấy,Hà Nội,15,15,58.0
22659291,46.0,10.399,Sổ đỏ,2025-02-10,Quan Hoa - Phường Quan Hoa,Cầu Giấy,Hà Nội,5,6,40.0
22659200,30.0,8.25,Sổ đỏ,2025-02-10,Trần Thái Tông - Phường Dịch Vọng Hậu,Cầu Giấy,Hà Nội,3,4,30.0
22658630,74.0,15.498,Sổ đỏ,2025-02-10,Doãn Kế Thiện - Phường Mai Dịch,Cầu Giấy,Hà Nội,5,6,66.0
22660189,47.0,7.399,Sổ đỏ,2025-02-10,Trần Cung - Phường Cổ Nhuế 1,Bắc Từ Liêm,Hà Nội,4,5,47.0
22661082,37.0,8.899,Sổ đỏ,2025-02-10,Trần Tử Bình - Phường Nghĩa Tân,Cầu Giấy,Hà Nội,3,2,31.0
22660082,35.0,6.899,Sổ đỏ,2025-02-10,Lê Quang Đạo - Phường Phú Đô,Nam Từ Liêm,Hà Nội,4,5,30.0
22658876,45.0,9.499,Sổ đỏ,2025-02-10,Trần Cung - Phường Nghĩa Tân,Cầu Giấy,Hà Nội,9,9,45.0
22658237,64.0,1.85,Hợp đồng mua bán,2025-02-10,Hồ Tùng Mậu - Phường Phú Diễn,Bắc Từ Liêm,Hà Nội,2,2,
22658224,65.0,11.299,Sổ đỏ,2025-02-10,Cổ Nhuế - Phường Cổ Nhuế 2,Bắc Từ Liêm,Hà Nội,12,12,65.0
22657472,48.0,8.96,Sổ đỏ,2025-02-10,Lê Quang Đạo - Phường Phú Đô,Nam Từ Liêm,Hà Nội,4,5,48.0
22660131,50.0,2.39,Sổ đỏ,2025-02-10,Nghĩa Tân - Phường Nghĩa Tân,Cầu Giấy,Hà Nội,2,1,25.0
22659576,63.0,0.014,Sổ đỏ,2025-02-10,Mỹ Đình - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,12,12,63.0
22657179,42.0,8.2,Sổ đỏ,2025-02-10,Mỹ Đình - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,4,5,42.0
22661180,52.0,13.25,Sổ đỏ,2025-02-10,Nguyễn Hoàng - Phường Mai Dịch,Cầu Giấy,Hà Nội,4,5,52.0
22661187,34.0,7.95,Sổ đỏ,2025-02-10,Hoàng Quốc Việt - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,5,6,34.0
22661483,40.0,12.499,Sổ đỏ,2025-02-10,Phan Văn Trường - Phường Dịch Vọng Hậu,Cầu Giấy,Hà Nội,5,5,35.0
22662091,60.0,12.8,Sổ đỏ,2025-02-10,Tô Vĩnh Diện - Phường Khương Trung,Thanh Xuân,Hà Nội,4,4,58.0
22660729,35.0,7.38,Sổ đỏ,2025-02-10,Phạm Văn Đồng - Phường Cổ Nhuế 2,Bắc Từ Liêm,Hà Nội,3,4,35.0
22661915,95.0,4.95,Sổ đỏ,2025-02-10,Ngõ Trại Cá - Phường Trương Định,Hai Bà Trưng,Hà Nội,3,3,25.0
22661808,1781.0,0.002,Sổ hồng,2025-02-09,Đường số 419,None,Hà Nội,,,1781.0
22661777,63.0,9.8,Sổ đỏ,2025-02-09,Vĩnh Hưng - Phường Vĩnh Hưng,Hoàng Mai,Hà Nội,1,1,45.0
22661311,60.0,16.0,Sổ đỏ,2025-02-07,Nguyễn Hữu Thọ - Phường Hoàng Liệt,Hoàng Mai,Hà Nội,4,5,60.0
22661372,63.0,1.638,Sổ đỏ,2025-02-07,Trường Sa,None,Hà Nội,4,4,
22660970,41.0,6.8,Sổ đỏ,2025-02-06,Trần Hưng Đạo - Phường Phú Lãm,Hà Đông,Hà Nội,6,4,37.0
22661019,35.0,5.3,Sổ đỏ,2025-02-06,Cầu Đơ - Phường Quang Trung,Hà Đông,Hà Nội,2,2,35.0
22661202,260.0,300.0,Sổ đỏ,2025-02-06,Đội Cấn - Phường Đội Cấn,Ba Đình,Hà Nội,33,35,260.0
22661099,35.0,9.6,Sổ đỏ,2025-02-06,Vạn Phúc - Phường Vạn Phúc,Hà Đông,Hà Nội,4,2,35.0
22661114,33.0,6.3,Sổ đỏ,2025-02-06,Vạn Phúc - Phường Vạn Phúc,Hà Đông,Hà Nội,3,4,34.0
22661215,42.0,4.368,Sổ hồng,2025-02-06,Cổ Loa,None,Hà Nội,1,1,
22658412,62.0,13.5,Sổ đỏ,2025-02-05,Cổ Nhuế - Phường Cổ Nhuế 2,Bắc Từ Liêm,Hà Nội,3,4,62.0
22660706,68.0,16.8,Sổ đỏ,2025-02-05,Hồ Tùng Mậu - Phường Phú Diễn,Bắc Từ Liêm,Hà Nội,17,17,58.0
22653433,123.0,31.5,Sổ đỏ,2025-02-05,Đông Quan - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,5,3,123.0
22661052,54.0,25.0,Sổ đỏ,2025-02-05,Trung Kính - Phường Yên Hòa,Cầu Giấy,Hà Nội,4,4,54.0
22661032,309.0,13.0,Sổ hồng,2025-02-05,Thôn Dân Lập,None,Hà Nội,3,2,200.0
22660071,8.0,18.099,Sổ đỏ,2025-02-05,Trần Cung - Phường Cổ Nhuế 1,Bắc Từ Liêm,Hà Nội,6,7,82.0
22641977,,11.9,Sổ hồng,2025-02-04,Đê Trần Khát Chân - Phường Phố Huế,Hai Bà Trưng,Hà Nội,3,5,43.0
22641998,,18.7,Sổ hồng,2025-02-04,Minh Khai - Phường Minh Khai,Hai Bà Trưng,Hà Nội,3,4,52.0
22642007,,10.3,Sổ hồng,2025-02-04,Tân Mai - Phường Tân Mai,Hoàng Mai,Hà Nội,3,3,50.0
