ma_bds,dien_tich_su_dung_m2,gia(ty),title,phap_ly,ngay_dang,phuong_xa,quan_huyen,thanh_pho,nha_tam,phong_ngu,dien_tich_dat_m2,chieu_dai_m,chieu_rong_m,loai_hinh
22666221,120.0,55.0,"Bán Nhà mặt tiền, phố Xuân La",Sổ đỏ,2025-06-21,Xuân La - Phường Xuân La,Tây Hồ,Hà Nội,6,6,120.0,20.0,5.0,nha
22666102,75.0,35.0,"Bán Biệt thự, liền kề Nguyễn Chánh",Sổ đỏ,2025-06-21,Nguyễn Chánh - Phường Yên Hòa,Cầu Giấy,Hà Nội,5,4,75.0,13.0,6.0,mat_bang
22665476,100.0,8.5,Bán Chung cư Trần Kim Xuyến,Sổ đỏ,2025-06-21,Trần Kim Xuyến - Phường Yên Hòa,Cầu Giấy,Hà Nội,2,3,,,,chung_cu
22665226,45.0,18.5,"Bán Nhà mặt tiền, phố Trung Kính",Sổ đỏ,2025-06-21,Trung Kính - Phường Yên Hòa,Cầu Giấy,Hà Nội,5,4,45.0,10.0,4.0,nha
22664567,84.0,33.0,"Bán Nhà mặt tiền, phố Quan Nhân",Sổ đỏ,2025-06-21,Quan Nhân - Phường Nhân Chính,Thanh Xuân,Hà Nội,4,5,84.0,18.0,5.0,nha
22664935,58.0,14.9,Bán Nhà đường nội bộ Nguyễn Tuân,Sổ đỏ,2025-06-21,Nguyễn Tuân - Phường Thanh Xuân Trung,Thanh Xuân,Hà Nội,5,5,58.0,16.0,4.0,nha
22665161,73.0,29.5,Bán Nhà đường nội bộ Nguyễn Bá Khoản,Sổ đỏ,2025-06-21,Nguyễn Bá Khoản - Phường Yên Hòa,Cầu Giấy,Hà Nội,7,6,73.0,15.0,5.0,nha
22682060,250.0,136.0,"Bán Biệt thự, liền kề Nguyễn Xuân Khoát",Sổ đỏ,2025-06-21,Nguyễn Xuân Khoát - Phường Xuân Đỉnh,Bắc Từ Liêm,Hà Nội,4,4,250.0,20.0,15.0,mat_bang
22678096,60.0,17.5,"Bán Biệt thự, liền kề An Hòa",Sổ đỏ,2025-06-21,An Hòa - Phường Mộ Lao,Hà Đông,Hà Nội,5,6,60.0,12.0,5.0,mat_bang
22676597,140.0,39.5,"Bán Biệt thự, liền kề Cầu Giấy",Sổ đỏ,2025-06-21,Cầu Giấy - Phường Dịch Vọng,Cầu Giấy,Hà Nội,5,6,140.0,20.0,7.0,mat_bang
22674656,40.0,17.0,Bán Nhà đường nội bộ Ngụy Như Kon Tum,Sổ đỏ,2025-06-21,Ngụy Như Kon Tum - Phường Thanh Xuân Trung,Thanh Xuân,Hà Nội,4,4,40.0,10.0,4.5,nha
22674215,168.0,14.5,Bán Chung cư Goldseason,Sổ đỏ,2025-06-21,Nguyễn Tuân - Phường Thanh Xuân Trung,Thanh Xuân,Hà Nội,3,4,,,,chung_cu
22674061,310.0,38.0,Bán Chung cư Mandarin Garden,Sổ đỏ,2025-06-21,Hoàng Minh Giám - Phường Trung Hòa,Cầu Giấy,Hà Nội,3,5,,,,chung_cu
22669938,120.0,7.999,Bán Chung cư Hoàng Đạo Thúy,Sổ đỏ,2025-06-21,Hoàng Đạo Thúy - Phường Trung Hòa,Cầu Giấy,Hà Nội,2,3,,,,chung_cu
22668078,385.0,35.0,Bán Chung cư Hoàng Minh Thảo,Sổ hồng,2025-06-21,Hoàng Minh Thảo - Phường Phú Thượng,Tây Hồ,Hà Nội,3,4,,,,chung_cu
22667693,199.0,16.915,Bán Chung cư Láng Hạ,Sổ đỏ,2025-06-21,Láng Hạ - Phường Láng Hạ,Đống Đa,Hà Nội,3,4,,,,chung_cu
22667670,307.0,30.0,Bán Chung cư Hoàng Minh Giám,Sổ đỏ,2025-06-21,Hoàng Minh Giám - Phường Trung Hòa,Cầu Giấy,Hà Nội,3,4,,,,chung_cu
22667549,110.0,10.6,Bán Chung cư Nguyễn Tuân,Sổ đỏ,2025-06-21,Nguyễn Tuân - Phường Nhân Chính,Thanh Xuân,Hà Nội,2,3,,,,chung_cu
22667401,96.0,41.5,"Bán Biệt thự, liền kề HD Mon City",Sổ đỏ,2025-06-21,Lê Đức Thọ - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,6,6,96.0,28.0,6.0,mat_bang
22667272,176.0,88.0,Bán Đất nền dự án Lạc Long Quân,Sổ đỏ,2025-06-21,Lạc Long Quân - Phường Xuân La,Tây Hồ,Hà Nội,5,5,176.0,15.0,11.0,dat
22667269,120.0,8.8,Bán Chung cư Hoàng Đạo Thúy,Sổ đỏ,2025-06-21,Hoàng Đạo Thúy - Phường Trung Hòa,Cầu Giấy,Hà Nội,2,3,,,,chung_cu
22665664,129.0,9.7,Bán Chung cư Lê Văn Lương,Sổ đỏ,2025-06-21,Lê Văn Lương - Phường Nhân Chính,Thanh Xuân,Hà Nội,2,3,,,,chung_cu
22666273,60.0,14.35,"Bán Nhà hẻm, ngõ Nhân Hòa",Sổ đỏ,2025-06-21,Nhân Hòa - Phường Nhân Chính,Thanh Xuân,Hà Nội,9,9,60.0,12.0,5.0,nha
22667007,127.0,73.0,Bán Nhà đường nội bộ Trần Thái Tông,Sổ đỏ,2025-06-21,Trần Thái Tông - Phường Dịch Vọng Hậu,Cầu Giấy,Hà Nội,20,20,127.0,18.0,8.0,nha
22689888,163.0,12.9,Bán Chung cư Láng Hạ,Sổ đỏ,2025-06-21,Láng Hạ - Phường Láng Hạ,Đống Đa,Hà Nội,3,3,,,,chung_cu
22689331,115.0,8.0,Bán Chung cư Thái Thịnh,Sổ đỏ,2025-06-21,Thái Thịnh - Phường Thịnh Quang,Đống Đa,Hà Nội,2,3,,,,chung_cu
22689328,120.0,39.5,Bán Nhà đường nội bộ Nguyễn Xiển,Sổ đỏ,2025-06-21,Nguyễn Xiển - Phường Hạ Đình,Thanh Xuân,Hà Nội,7,7,120.0,16.0,9.0,nha
22686264,93.0,6.6,Bán Chung cư Tú Mỡ,Sổ đỏ,2025-06-21,Tú Mỡ - Phường Trung Hòa,Cầu Giấy,Hà Nội,2,3,,,,chung_cu
22678093,61.0,17.6,"Bán Biệt thự, liền kề Cầu Đơ",Sổ đỏ,2025-06-21,Cầu Đơ - Phường Hà Cầu,Hà Đông,Hà Nội,5,6,61.0,12.0,5.0,mat_bang
22676619,120.0,47.9,Bán Nhà đường nội bộ Trần Thái Tông,Sổ đỏ,2025-06-21,Trần Thái Tông - Phường Dịch Vọng Hậu,Cầu Giấy,Hà Nội,16,15,120.0,15.0,8.0,nha
22675979,120.0,45.9,Bán Nhà đường nội bộ Trần Quốc Hoàn,Sổ đỏ,2025-06-21,Trần Quốc Hoàn - Phường Dịch Vọng Hậu,Cầu Giấy,Hà Nội,65,6,120.0,12.0,8.0,nha
22674792,180.0,40.5,"Bán Biệt thự, liền kề Nguyễn Trãi",Sổ đỏ,2025-06-21,Nguyễn Trãi - Phường Văn Quán,Hà Đông,Hà Nội,5,4,180.0,18.0,10.0,mat_bang
22674232,141.0,11.28,Bán Chung cư Nguyễn Chánh,Sổ đỏ,2025-06-21,Nguyễn Chánh - Phường Trung Hòa,Cầu Giấy,Hà Nội,2,3,,,,chung_cu
22674230,119.0,7.0,Bán Chung cư Hoàng Đạo Thúy,Sổ đỏ,2025-06-21,Hoàng Đạo Thúy - Phường Nhân Chính,Thanh Xuân,Hà Nội,2,3,,,,chung_cu
22674109,330.0,36.0,Bán Chung cư Hoàng Hoa Thám,Sổ đỏ,2025-06-21,Hoàng Hoa Thám - Phường Bưởi,Tây Hồ,Hà Nội,3,4,,,,chung_cu
22673776,237.0,53.0,"Bán Biệt thự, liền kề Võ Chí Công",Sổ đỏ,2025-06-21,Võ Chí Công - Phường Xuân La,Tây Hồ,Hà Nội,4,4,237.0,25.0,10.0,mat_bang
22669011,113.0,8.1,Bán Chung cư Nguyễn Thị Thập,Sổ hồng,2025-06-21,Nguyễn Thị Thập - Phường Nhân Chính,Thanh Xuân,Hà Nội,2,3,,,,chung_cu
22668912,205.0,11.275,Bán Chung cư Khuất Duy Tiến,Sổ đỏ,2025-06-21,Khuất Duy Tiến - Phường Trung Hòa,Cầu Giấy,Hà Nội,3,4,,,,chung_cu
22668217,172.0,18.92,Bán Chung cư Mandarin Garden,Sổ đỏ,2025-06-21,Hoàng Minh Giám - Phường Trung Hòa,Cầu Giấy,Hà Nội,4,4,,,,chung_cu
22667955,78.0,5.2,Bán Chung cư Hồ Tùng Mậu,Sổ đỏ,2025-06-21,Hồ Tùng Mậu - Phường Phú Diễn,Bắc Từ Liêm,Hà Nội,2,2,,,,chung_cu
22667945,96.0,42.0,"Bán Biệt thự, liền kề Hàm Nghi",Sổ đỏ,2025-06-21,Hàm Nghi - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,7,7,96.0,15.0,6.0,mat_bang
22666145,128.0,13.5,Bán Chung cư Sky Park Residence,Sổ đỏ,2025-06-21,Tôn Thất Thuyết - Phường Dịch Vọng Hậu,Cầu Giấy,Hà Nội,2,3,,,,chung_cu
22666561,144.0,50.0,Bán Nhà đường nội bộ Phú Diễn,Sổ đỏ,2025-06-21,Phú Diễn - Phường Phú Diễn,Bắc Từ Liêm,Hà Nội,7,6,144.0,21.0,8.0,nha
22667943,55.0,3.8,Bán Căn hộ dịch vụ Lê Văn Lương,Sổ đỏ,2025-06-21,Lê Văn Lương - Phường Nhân Chính,Thanh Xuân,Hà Nội,1,2,,,,mat_bang
22686148,182.0,11.83,Bán Chung cư Tú Mỡ,Sổ đỏ,2025-06-21,Tú Mỡ - Phường Trung Hòa,Cầu Giấy,Hà Nội,3,4,,,,chung_cu
22676506,87.0,29.8,Bán Nhà đường nội bộ Hà Kế Tấn,Sổ đỏ,2025-06-21,Hà Kế Tấn - Phường Phương Liệt,Thanh Xuân,Hà Nội,9,8,87.0,11.0,8.0,nha
22675967,108.0,95.0,"Bán Nhà mặt tiền, phố Nam Đồng",Sổ đỏ,2025-06-21,Nam Đồng - Phường Nam Đồng,Đống Đa,Hà Nội,7,8,108.0,15.0,6.6,nha
22675034,70.0,29.5,"Bán Nhà mặt tiền, phố Trần Bình",Sổ đỏ,2025-06-21,Trần Bình - Phường Mai Dịch,Cầu Giấy,Hà Nội,5,5,70.0,14.0,5.0,nha
22674231,235.0,17.625,Bán Chung cư Láng Hạ,Sổ đỏ,2025-06-21,Láng Hạ - Phường Láng Hạ,Đống Đa,Hà Nội,3,4,,,,chung_cu
22674701,105.0,65.0,"Bán Nhà mặt tiền, phố Lê Đức Thọ",Sổ đỏ,2025-06-21,Lê Đức Thọ - Phường Mỹ Đình 1,Nam Từ Liêm,Hà Nội,8,8,105.0,18.0,7.0,nha
22674392,210.0,60.0,"Bán Biệt thự, liền kề Lê Quang Đạo",Sổ đỏ,2025-06-21,Lê Quang Đạo - Phường Phú Đô,Nam Từ Liêm,Hà Nội,5,5,210.0,42.0,9.0,mat_bang
22674218,70.0,29.5,Bán Nhà đường nội bộ Trung Kính,Sổ đỏ,2025-06-21,Trung Kính - Phường Yên Hòa,Cầu Giấy,Hà Nội,5,4,70.0,12.0,6.0,nha
22674111,65.0,5.35,Bán Chung cư Nguyễn Chánh,Sổ đỏ,2025-06-21,Nguyễn Chánh - Phường Yên Hòa,Cầu Giấy,Hà Nội,1,2,,,,chung_cu
22674098,105.0,7.7,Bán Chung cư Trần Duy Hưng,Sổ đỏ,2025-06-21,Trần Duy Hưng - Phường Trung Hòa,Cầu Giấy,Hà Nội,2,3,,,,chung_cu
22670520,120.0,10.3,Bán Chung cư Thành Thái,Sổ đỏ,2025-06-21,Thành Thái - Phường Dịch Vọng,Cầu Giấy,Hà Nội,2,3,,,,chung_cu
22669013,320.0,32.5,Bán Chung cư Hoàng Minh Giám,Sổ đỏ,2025-06-21,Hoàng Minh Giám - Phường Trung Hòa,Cầu Giấy,Hà Nội,3,4,,,,chung_cu
22667777,60.0,3.95,Bán Chung cư Handi Resco Lê Văn Lương,Sổ đỏ,2025-06-21,Lê Văn Lương - Phường Nhân Chính,Thanh Xuân,Hà Nội,3,3,,,,chung_cu
22667748,60.0,3.8,Bán Chung cư Nguyễn Thị Thập,Sổ đỏ,2025-06-21,Nguyễn Thị Thập - Phường Trung Hòa,Cầu Giấy,Hà Nội,1,2,,,,chung_cu
22667741,70.0,5.25,Bán Chung cư Phạm Hùng,Sổ đỏ,2025-06-21,Phạm Hùng - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,2,2,,,,chung_cu
22666087,60.0,27.5,"Bán Nhà mặt tiền, phố Mễ Trì Hạ",Sổ đỏ,2025-06-21,Mễ Trì Hạ - Phường Mễ Trì,Nam Từ Liêm,Hà Nội,5,4,60.0,15.0,4.0,nha
22665187,70.0,35.6,"Bán Nhà mặt tiền, phố Nguyễn Khang",Sổ đỏ,2025-06-21,Nguyễn Khang - Phường Yên Hòa,Cầu Giấy,Hà Nội,7,5,70.0,12.0,6.0,nha
22667526,88.0,5.7,Bán Chung cư Thành Thái,Sổ đỏ,2025-06-21,Thành Thái - Phường Dịch Vọng,Cầu Giấy,Hà Nội,2,2,,,,chung_cu
22686243,60.0,26.0,"Bán Nhà mặt tiền, phố Mễ Trì Hạ",Sổ đỏ,2025-06-21,Mễ Trì Hạ - Phường Mễ Trì,Nam Từ Liêm,Hà Nội,5,6,60.0,12.0,5.0,nha
22666029,50.0,19.8,Bán Nhà đường nội bộ Nguyễn Chí Thanh,Sổ đỏ,2025-06-21,Nguyễn Chí Thanh - Phường Láng Thượng,Đống Đa,Hà Nội,3,4,50.0,11.0,4.5,nha
22674700,90.0,29.5,"Bán Nhà mặt tiền, phố Cương Kiên",Sổ đỏ,2025-06-21,Cương Kiên - Phường Trung Văn,Nam Từ Liêm,Hà Nội,5,5,90.0,15.0,6.0,nha
22674221,85.0,36.5,"Bán Nhà mặt tiền, phố Nguyễn Văn Lộc",Sổ đỏ,2025-06-21,Nguyễn Văn Lộc - Phường Mộ Lao,Hà Đông,Hà Nội,4,5,85.0,15.0,6.0,nha
22665208,70.0,15.5,"Bán Nhà mặt tiền, phố Phố Quan Nhân",Sổ đỏ,2025-06-21,Phố Quan Nhân - Phường Nhân Chính,Thanh Xuân,Hà Nội,4,4,70.0,12.0,4.9,nha
22666209,102.0,39.8,"Bán Biệt thự, liền kề Dream Land Xuân La",Sổ đỏ,2025-06-21,Xuân La - Phường Xuân La,Tây Hồ,Hà Nội,6,6,102.0,20.0,5.0,mat_bang
22664583,52.0,27.0,"Bán Nhà mặt tiền, phố Nguyên Hồng",Sổ đỏ,2025-06-21,Nguyên Hồng - Phường Láng Hạ,Đống Đa,Hà Nội,3,3,52.0,12.0,4.5,nha
22664609,80.0,42.0,"Bán Nhà hẻm, ngõ Trần Đăng Ninh",Sổ đỏ,2025-06-21,Trần Đăng Ninh - Phường Dịch Vọng,Cầu Giấy,Hà Nội,4,4,80.0,10.0,6.0,nha
22666416,95.0,23.5,Bán Căn hộ dịch vụ Trung Kính,Sổ đỏ,2025-06-21,Trung Kính - Phường Trung Hòa,Cầu Giấy,Hà Nội,21,21,,,,mat_bang
22674705,72.0,28.0,Bán Nhà đường nội bộ Lê Đức Thọ,Sổ đỏ,2025-06-21,Lê Đức Thọ - Phường Mai Dịch,Cầu Giấy,Hà Nội,5,5,72.0,16.0,5.0,nha
22689955,120.0,55.0,"Bán Biệt thự, liền kề Tôn Thất Thuyết",Sổ đỏ,2025-06-21,Tôn Thất Thuyết - Phường Dịch Vọng Hậu,Cầu Giấy,Hà Nội,6,10,120.0,15.0,6.5,mat_bang
22665988,148.0,8.55,Bán Chung cư Tú Mỡ,Sổ đỏ,2025-06-21,Tú Mỡ - Phường Trung Hòa,Cầu Giấy,Hà Nội,3,4,,,,chung_cu
22678057,50.0,21.5,Bán Nhà đường nội bộ Mạc Thái Tổ,Sổ đỏ,2025-06-21,Mạc Thái Tổ - Phường Yên Hòa,Cầu Giấy,Hà Nội,4,5,50.0,10.0,5.0,nha
22666246,70.0,33.0,"Bán Nhà mặt tiền, phố Phố Quan Nhân",Sổ đỏ,2025-06-21,Phố Quan Nhân - Phường Nhân Chính,Thanh Xuân,Hà Nội,7,8,70.0,12.0,6.0,nha
22665360,100.0,6.45,Bán Chung cư Hồ Tùng Mậu,Sổ đỏ,2025-06-21,Hồ Tùng Mậu - Phường Phú Diễn,Bắc Từ Liêm,Hà Nội,2,3,,,,chung_cu
22664824,72.0,6.5,Bán Chung cư Vũ Trọng Phụng,Sổ đỏ,2025-06-21,Vũ Trọng Phụng - Phường Nhân Chính,Thanh Xuân,Hà Nội,3,2,,,,chung_cu
22665351,60.0,3.95,Bán Chung cư Mạc Thái Tổ,Sổ đỏ,2025-06-21,Mạc Thái Tổ - Phường Yên Hòa,Cầu Giấy,Hà Nội,2,2,,,,chung_cu
22676393,65.0,13.9,"Bán Nhà hẻm, ngõ Kim Giang",Sổ đỏ,2025-06-21,Kim Giang - Phường Kim Giang,Thanh Xuân,Hà Nội,18,18,65.0,12.0,6.0,nha
22666417,122.0,18.3,Bán Đất nền dự án Vạn Xuân,Sổ đỏ,2025-06-21,Vạn Xuân,None,Hà Nội,5,5,122.0,15.0,8.0,dat
22691965,200.0,11.0,"Bán Nhà hẻm, ngõ Minh Khai",Sổ đỏ,2025-06-21,Ngõ 339/70 Minh Khai - Phường Vĩnh Tuy,Hai Bà Trưng,Hà Nội,3,5,60.0,10.0,5.0,nha
22692077,78.0,6.68,Bán Đất thổ cư Lương Quy,Sổ đỏ,2025-06-21,Lương Quy,None,Hà Nội,4,5,78.6,17.0,4.0,dat
22691168,41.0,7.6,"Bán Nhà mặt tiền, phố Tân Mai",Sổ đỏ,2025-06-20,Tân Mai - Phường Tân Mai,Hoàng Mai,Hà Nội,3,3,41.0,9.0,4.5,nha
22691296,62.0,13.8,"Bán Nhà mặt tiền, phố Nguyễn An Ninh",Sổ đỏ,2025-06-20,Nguyễn An Ninh - Phường Tương Mai,Hoàng Mai,Hà Nội,5,6,62.0,11.0,5.8,nha
22690186,46.0,14.9,"Bán Nhà mặt tiền, phố Khương Hạ",Sổ đỏ,2025-06-20,Khương Hạ - Phường Khương Đình,Thanh Xuân,Hà Nội,5,6,46.0,14.0,3.5,nha
22689776,55.0,19.5,"Bán Nhà mặt tiền, phố Hoàng Mai",Sổ đỏ,2025-06-20,Hoàng Mai - Phường Hoàng Văn Thụ,Hoàng Mai,Hà Nội,5,5,55.0,14.0,4.1,nha
22691538,35.0,6.5,"Bán Nhà hẻm, ngõ Lê Quang Đạo",Sổ hồng,2025-06-20,Lê Quang Đạo - Phường Phú Đô,Nam Từ Liêm,Hà Nội,4,4,30.0,6.5,6.0,nha
22689357,30.0,4.35,Bán Đất thổ cư Thanh Am,Sổ đỏ,2025-06-20,Thanh Am - Phường Thượng Thanh,Long Biên,Hà Nội,5,5,30.0,9.37,3.2,dat
22687487,32.0,7.9,"Bán Nhà hẻm, ngõ Ngọc Thụy",Sổ đỏ,2025-06-20,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,3,3,32.0,10.5,3.06,nha
22687073,39.0,7.4,"Bán Nhà hẻm, ngõ Ngọc Thụy",Sổ đỏ,2025-06-20,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,3,3,39.0,11.8,3.3,nha
22691755,65.0,5.8,Bán Chung cư Đường Láng,Hợp đồng mua bán,2025-06-20,Đường Láng - Phường Ngã Tư Sở,Đống Đa,Hà Nội,2,2,,,,chung_cu
22691849,50.0,13.5,"Bán Nhà hẻm, ngõ Chính Kinh",Sổ đỏ,2025-06-20,Chính Kinh - Phường Thanh Xuân Trung,Thanh Xuân,Hà Nội,10,10,50.0,9.0,6.2,nha
22691857,72.0,18.45,"Bán Nhà hẻm, ngõ Lê Quang Đạo",Sổ hồng,2025-06-20,Lê Quang Đạo - Phường Phú Đô,Nam Từ Liêm,Hà Nội,13,13,72.0,15.6,5.0,nha
22691894,32.0,6.0,"Bán Nhà hẻm, ngõ Quang Tiến",Sổ đỏ,2025-06-20,Quang Tiến - Phường Đại Mỗ,Nam Từ Liêm,Hà Nội,4,4,32.0,,,nha
22691884,36.0,5.98,"Bán Nhà hẻm, ngõ Do Nha",Sổ đỏ,2025-06-20,Do Nha - Phường Tây Mỗ,Nam Từ Liêm,Hà Nội,3,4,36.0,,,nha
22691540,51.0,12.9,"Bán Nhà hẻm, ngõ Dương Đình Nghệ",Sổ đỏ,2025-06-19,Dương Đình Nghệ - Phường Yên Hòa,Cầu Giấy,Hà Nội,4,4,51.0,,,nha
22691686,44.0,20.0,"Bán Nhà hẻm, ngõ Dương Khuê",Sổ đỏ,2025-06-19,Dương Khuê - Phường Mai Dịch,Cầu Giấy,Hà Nội,4,4,44.0,8.0,5.5,nha
22691456,33.0,3.7,Bán Chung cư Đường Láng,Hợp đồng mua bán,2025-06-18,Đường Láng - Phường Thịnh Quang,Đống Đa,Hà Nội,1,1,,,,chung_cu
22691470,163.0,12.12,Bán Chung cư Cao Ốc 101 Láng Hạ,Sổ hồng,2025-06-18,Láng Hạ - Phường Láng Hạ,Đống Đa,Hà Nội,2,3,,,,chung_cu
22691508,37.0,11.8,"Bán Nhà hẻm, ngõ Cầu Giấy",Sổ đỏ,2025-06-18,Cầu Giấy - Phường Dịch Vọng,Cầu Giấy,Hà Nội,4,4,37.0,9.5,4.0,nha
22691398,546.0,21.5,"Bán Nhà hẻm, ngõ Kim Ngưu",Sổ đỏ,2025-06-18,Kim Ngưu - Phường Quỳnh Mai,Hai Bà Trưng,Hà Nội,16,16,78.0,16.0,4.2,nha
22691219,68.0,4.9,Bán Đất thổ cư Phố Huyện,Sổ đỏ,2025-06-17,Phố Huyện,None,Hà Nội,4,5,385.4,39.6,10.05,dat
22691242,54.0,13.878,"Bán Nhà mặt tiền, phố Bùi Xương Trạch",Sổ đỏ,2025-06-17,Bùi Xương Trạch - Phường Khương Đình,Thanh Xuân,Hà Nội,2,3,54.0,12.0,4.0,nha
22690988,94.0,6.4,Bán Chung cư GoldSilk Complex,Sổ hồng,2025-06-16,Cầu Am - Phường Vạn Phúc,Hà Đông,Hà Nội,2,3,,,,chung_cu
22690990,72.0,6.7,Bán Chung cư Khu nhà ở 90 Nguyễn Tuân,Sổ đỏ,2025-06-16,Nguyễn Tuân - Phường Thanh Xuân Trung,Thanh Xuân,Hà Nội,2,2,,,,nha
22691095,68.0,6.995,Bán Căn hộ dịch vụ Đường Láng,Hợp đồng mua bán,2025-06-16,Đường Láng - Phường Thịnh Quang,Đống Đa,Hà Nội,2,2,,,,mat_bang
22691056,30.0,7.6,"Bán Nhà hẻm, ngõ Yên Hòa",Sổ đỏ,2025-06-16,Yên Hòa - Phường Yên Hòa,Cầu Giấy,Hà Nội,5,5,30.0,8.0,4.0,nha
22691124,68.0,11.0,"Bán Nhà hẻm, ngõ Tú Mỡ",Sổ đỏ,2025-06-16,Tú Mỡ - Phường Trung Hòa,Cầu Giấy,Hà Nội,4,5,68.0,11.0,6.0,nha
22681561,45.0,5.65,Bán Nhà đường nội bộ Vĩnh Hưng,Sổ đỏ,2025-06-15,Vĩnh Hưng - Phường Vĩnh Hưng,Hoàng Mai,Hà Nội,4,4,45.0,9.0,3.5,nha
22684030,35.0,5.4,Bán Nhà đường nội bộ Vĩnh Hưng,Sổ đỏ,2025-06-15,Vĩnh Hưng - Phường Vĩnh Hưng,Hoàng Mai,Hà Nội,4,5,35.0,9.0,4.2,nha
22687636,60.0,10.5,Bán Nhà đường nội bộ Minh Khai,Sổ đỏ,2025-06-15,Minh Khai - Phường Mai Động,Hoàng Mai,Hà Nội,4,5,60.0,10.0,6.0,nha
22680968,48.0,7.5,Bán Nhà đường nội bộ Minh Khai,Sổ đỏ,2025-06-15,Minh Khai - Phường Mai Động,Hoàng Mai,Hà Nội,4,3,48.0,9.0,5.2,nha
22681979,38.0,4.1,Bán Nhà đường nội bộ Dương Văn Bé,Giấy tờ hợp lệ,2025-06-15,Dương Văn Bé - Phường Vĩnh Tuy,Hai Bà Trưng,Hà Nội,4,4,38.0,9.0,4.2,nha
22680966,35.0,5.5,Bán Nhà đường nội bộ Vĩnh Hưng,Sổ đỏ,2025-06-15,Vĩnh Hưng - Phường Vĩnh Hưng,Hoàng Mai,Hà Nội,4,5,35.0,8.2,4.2,nha
22685423,57.0,9.0,Bán Nhà đường nội bộ Bạch Mai,Sổ đỏ,2025-06-15,Bạch Mai - Phường Bạch Mai,Hai Bà Trưng,Hà Nội,4,6,57.0,11.0,5.0,nha
22685126,39.0,6.75,Bán Nhà đường nội bộ Minh Khai,Sổ đỏ,2025-06-15,Minh Khai - Phường Minh Khai,Hai Bà Trưng,Hà Nội,4,3,39.0,10.0,4.0,nha
22682956,68.0,10.0,Bán Nhà đường nội bộ Phố Huế,Sổ đỏ,2025-06-15,Phố Huế - Phường Phố Huế,Hai Bà Trưng,Hà Nội,4,6,68.0,12.0,4.4,nha
22683824,40.0,4.65,Bán Nhà đường nội bộ Vĩnh Hưng,Không xác định,2025-06-15,Vĩnh Hưng - Phường Vĩnh Hưng,Hoàng Mai,Hà Nội,5,4,40.0,10.0,4.0,nha
22682200,30.0,3.95,Bán Nhà đường nội bộ Lĩnh Nam,Giấy tờ hợp lệ,2025-06-15,Lĩnh Nam - Phường Lĩnh Nam,Hoàng Mai,Hà Nội,4,3,30.0,75.0,4.0,nha
22681209,33.0,4.5,Bán Nhà đường nội bộ Nguyễn Tam Trinh,Sổ đỏ,2025-06-15,Nguyễn Tam Trinh - Phường Mai Động,Hoàng Mai,Hà Nội,4,3,33.0,8.0,4.5,nha
22687054,45.0,5.65,Bán Nhà đường nội bộ Vĩnh Hưng,Sổ đỏ,2025-06-15,Vĩnh Hưng - Phường Vĩnh Hưng,Hoàng Mai,Hà Nội,4,4,45.0,10.0,4.5,nha
22681205,32.0,5.65,Bán Nhà đường nội bộ Nguyễn Tam Trinh,Sổ đỏ,2025-06-15,Nguyễn Tam Trinh - Phường Mai Động,Hoàng Mai,Hà Nội,4,3,32.0,8.0,3.9,nha
22681108,55.0,6.5,Bán Nhà đường nội bộ Vĩnh Hưng,Sổ đỏ,2025-06-15,Vĩnh Hưng - Phường Vĩnh Hưng,Hoàng Mai,Hà Nội,4,6,55.0,43.0,15.0,nha
22680967,50.0,5.0,Bán Nhà đường nội bộ Lĩnh Nam,Sổ đỏ,2025-06-15,Lĩnh Nam - Phường Lĩnh Nam,Hoàng Mai,Hà Nội,6,6,50.0,39.0,12.0,nha
22681247,36.0,5.2,Bán Nhà đường nội bộ Lĩnh Nam,Sổ đỏ,2025-06-15,Lĩnh Nam - Phường Vĩnh Hưng,Hoàng Mai,Hà Nội,4,3,36.0,12.0,3.8,nha
22681540,60.0,12.0,Bán Nhà đường nội bộ Võ Thị Sáu,Sổ đỏ,2025-06-15,Võ Thị Sáu - Phường Thanh Nhàn,Hai Bà Trưng,Hà Nội,5,6,60.0,12.0,4.5,nha
22681796,83.0,7.5,Bán Nhà đường nội bộ Lĩnh Nam,Sổ đỏ,2025-06-15,Lĩnh Nam - Phường Lĩnh Nam,Hoàng Mai,Hà Nội,6,8,83.0,18.0,4.4,nha
22680973,55.0,6.0,Bán Nhà đường nội bộ Lĩnh Nam,Sổ đỏ,2025-06-15,Lĩnh Nam - Phường Lĩnh Nam,Hoàng Mai,Hà Nội,5,6,55.0,37.0,14.0,nha
22680969,42.0,6.8,Bán Nhà đường nội bộ Vĩnh Hưng,Sổ đỏ,2025-06-15,Vĩnh Hưng - Phường Vĩnh Hưng,Hoàng Mai,Hà Nội,4,3,42.0,38.0,11.0,nha
22682067,56.0,5.25,Bán Nhà đường nội bộ Hoàng Văn Thụ,Sổ đỏ,2025-06-15,Hoàng Văn Thụ - Phường Hoàng Văn Thụ,Hoàng Mai,Hà Nội,4,7,56.0,11.0,4.8,nha
