ma_bds,dien_tich_su_dung_m2,gia(ty),phap_ly,ngay_dang,phuong_xa,quan_huyen,thanh_pho,nha_tam,phong_ngu,dien_tich_dat_m2,gia_per_m2
22707106,,19.0,Sổ đỏ,2025-09-10,Hồ Tùng Mậu - Phường Mai Dịch,Cầu Giấy,Hà Nội,6,8,74.0,
22694191,62.0,11.8,Sổ đỏ,2025-09-09,Đường 19 Tháng 5 - Phường Văn Quán,Hà Đông,Hà Nội,10,10,62.0,190.32258064516128
22706317,37.0,5.85,Sổ đỏ,2025-09-09,Yên Nghĩa - Phường Dương Nội,Hà Đông,Hà Nội,3,4,37.0,158.1081081081081
22704631,200.0,55.99,Sổ đỏ,2025-09-09,KĐT Văn Phú - Phường Phú La,Hà Đông,Hà Nội,5,5,200.0,279.95
22704567,35.0,6.65,Sổ đỏ,2025-09-09,Lê Quang Đạo - Phường Tây Mỗ,Nam Từ Liêm,Hà Nội,4,4,35.0,190.0
22705006,59.0,8.388,Sổ đỏ,2025-09-09,Ngô Quyền - Phường La Khê,Hà Đông,Hà Nội,4,4,59.0,142.16949152542372
22704920,55.0,16.499,Sổ đỏ,2025-09-09,Đình Thôn - Phường Mỹ Đình 1,Nam Từ Liêm,Hà Nội,3,4,55.0,299.9818181818182
22694516,36.0,5.199,Sổ đỏ,2025-09-09,Yên Nghĩa - Phường Yên Nghĩa,Hà Đông,Hà Nội,5,4,36.0,144.41666666666666
22706324,36.0,5.849,Sổ đỏ,2025-09-09,Yên Nghĩa - Phường Dương Nội,Hà Đông,Hà Nội,4,4,31.0,162.47222222222223
22706714,45.0,5.399,Sổ đỏ,2025-09-09,Yên Nghĩa - Phường Yên Nghĩa,Hà Đông,Hà Nội,4,4,45.0,119.97777777777777
22706717,30.0,7.698,Sổ đỏ,2025-09-09,Ngô Quyền - Phường La Khê,Hà Đông,Hà Nội,4,4,30.0,256.6
22698235,,18.3,Sổ đỏ,2025-09-09,Hồ Văn Chương - Phường Văn Chương,Đống Đa,Hà Nội,4,5,67.0,
22706888,,18.0,Sổ đỏ,2025-09-08,Xuân La - Phường Xuân La,Tây Hồ,Hà Nội,4,6,56.0,
22706814,75.0,6.9,Sổ đỏ,2025-09-08,Nguyễn Đình Tứ - Phường Xuân Đỉnh,Bắc Từ Liêm,Hà Nội,2,2,,92.0
22706436,300.0,23.999,Sổ đỏ,2025-09-07,Láng Hạ - Phường Láng Hạ,Đống Đa,Hà Nội,5,5,65.0,79.99666666666667
22706428,498.0,37.999,Sổ đỏ,2025-09-07,Hoàng Cầu - Phường Ô Chợ Dừa,Đống Đa,Hà Nội,8,6,125.0,76.30321285140562
22706425,800.0,33.0,Sổ đỏ,2025-09-07,Phương Mai - Phường Phương Mai,Đống Đa,Hà Nội,8,6,90.0,41.25
22701976,130.0,38.0,Sổ đỏ,2025-09-07,Hoàng Cầu - Phường Ô Chợ Dừa,Đống Đa,Hà Nội,,,130.0,292.3076923076923
22701985,60.0,16.0,Sổ đỏ,2025-09-07,Thái Hà - Phường Láng Hạ,Đống Đa,Hà Nội,5,5,60.0,266.6666666666667
22701996,150.0,39.999,Sổ đỏ,2025-09-07,Nguyên Hồng - Phường Láng Hạ,Đống Đa,Hà Nội,,,150.0,266.66
22702002,300.0,15.499,Sổ đỏ,2025-09-07,Xã Đàn - Phường Nam Đồng,Đống Đa,Hà Nội,6,6,60.0,51.663333333333334
22702005,250.0,12.0,Sổ đỏ,2025-09-07,Hoàng Cầu - Phường Ô Chợ Dừa,Đống Đa,Hà Nội,5,5,48.0,48.0
22702009,300.0,14.5,Sổ đỏ,2025-09-07,Cát Linh - Phường Cát Linh,Đống Đa,Hà Nội,5,5,45.0,48.333333333333336
22702081,300.0,15.999,Sổ đỏ,2025-09-07,Yên Lãng - Phường Láng Hạ,Đống Đa,Hà Nội,5,5,60.0,53.33
22702084,350.0,15.999,Sổ đỏ,2025-09-07,Thái Thịnh - Phường Thịnh Quang,Đống Đa,Hà Nội,5,5,60.0,45.71142857142857
22702087,600.0,28.0,Sổ đỏ,2025-09-07,Tôn Đức Thắng - Phường Hàng Bột,Đống Đa,Hà Nội,6,6,100.0,46.666666666666664
22702259,300.0,15.5,Sổ đỏ,2025-09-07,Yên Lãng - Phường Láng Hạ,Đống Đa,Hà Nội,6,6,60.0,51.666666666666664
22702256,500.0,21.999,Sổ đỏ,2025-09-07,Hoàng Cầu - Phường Ô Chợ Dừa,Đống Đa,Hà Nội,6,6,75.0,43.998
22702266,300.0,18.0,Sổ đỏ,2025-09-07,Xã Đàn - Phường Nam Đồng,Đống Đa,Hà Nội,6,5,60.0,60.0
22702479,300.0,23.999,Sổ đỏ,2025-09-07,Láng Hạ - Phường Láng Hạ,Đống Đa,Hà Nội,5,5,65.0,79.99666666666667
22702822,300.0,22.0,Sổ đỏ,2025-09-07,Hào Nam - Phường Ô Chợ Dừa,Đống Đa,Hà Nội,5,5,75.0,73.33333333333333
22702825,300.0,16.0,Không xác định,2025-09-07,Thái Hà - Phường Trung Liệt,Đống Đa,Hà Nội,5,5,60.0,53.333333333333336
22702860,250.0,10.999,Sổ đỏ,2025-09-07,Thái Hà - Phường Trung Liệt,Đống Đa,Hà Nội,5,5,45.0,43.996
22703324,130.0,38.0,Sổ đỏ,2025-09-07,Hoàng Cầu - Phường Ô Chợ Dừa,Đống Đa,Hà Nội,6,6,130.0,292.3076923076923
22704000,350.0,24.0,Sổ đỏ,2025-09-07,Hoàng Cầu - Phường Ô Chợ Dừa,Đống Đa,Hà Nội,5,5,75.0,68.57142857142857
22704225,450.0,21.0,Sổ đỏ,2025-09-07,Tôn Đức Thắng - Phường Hàng Bột,Đống Đa,Hà Nội,,,68.0,46.666666666666664
22704235,600.0,28.0,Sổ đỏ,2025-09-07,Tôn Đức Thắng - Phường Quốc Tử Giám,Đống Đa,Hà Nội,6,6,100.0,46.666666666666664
22704285,500.0,33.0,Sổ đỏ,2025-09-07,Phương Mai - Phường Phương Mai,Đống Đa,Hà Nội,,,90.0,66.0
22701972,75.0,23.999,Sổ đỏ,2025-09-07,Hoàng Cầu - Phường Ô Chợ Dừa,Đống Đa,Hà Nội,6,6,75.0,319.9866666666667
22706645,43.0,2.34,Sổ đỏ,2025-09-07,Dương Đức Hiền,None,Hà Nội,,,43.0,54.41860465116279
22706720,46.0,13.4,Sổ đỏ,2025-09-07,Thịnh Quang - Phường Thịnh Quang,Đống Đa,Hà Nội,6,6,46.0,291.30434782608694
22706756,62.0,20.0,Sổ đỏ,2025-09-07,Kim Đồng - Phường Giáp Bát,Hoàng Mai,Hà Nội,6,4,62.0,322.5806451612903
22702079,121.0,108.0,Sổ đỏ,2025-09-06,Khuất Duy Tiến - Phường Thanh Xuân Bắc,Thanh Xuân,Hà Nội,15,,121.0,892.5619834710744
22702305,57.0,45.3,Sổ đỏ,2025-09-06,Hàng Phèn - Phường Hàng Đào,Hoàn Kiếm,Hà Nội,6,,57.0,794.7368421052631
22702378,50.0,37.6,Sổ đỏ,2025-09-06,Hàng Điếu - Phường Cửa Đông,Hoàn Kiếm,Hà Nội,8,4,50.0,752.0
22706634,52.0,11.35,Sổ đỏ,2025-09-06,Hào Nam - Phường Ô Chợ Dừa,Đống Đa,Hà Nội,4,4,50.0,218.26923076923077
22706540,50.0,14.0,Sổ đỏ,2025-09-06,Xã Đàn - Phường Ô Chợ Dừa,Đống Đa,Hà Nội,10,10,44.0,280.0
22701916,43.0,10.5,Sổ đỏ,2025-09-05,Lạc Long Quân - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,4,3,43.0,244.1860465116279
22701914,34.0,9.4,Sổ đỏ,2025-09-05,Tứ Liên - Phường Tứ Liên,Tây Hồ,Hà Nội,4,4,34.0,276.47058823529414
22701980,58.0,15.5,Sổ đỏ,2025-09-05,Lạc Long Quân - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,4,3,58.0,267.2413793103448
22706424,150.0,14.499,Sổ đỏ,2025-09-05,Nguyễn Đình Tứ - Phường Xuân Đỉnh,Bắc Từ Liêm,Hà Nội,4,4,,96.66
22704852,50.0,13.88,Sổ đỏ,2025-09-04,KĐT Văn Phú - Phường Phú La,Hà Đông,Hà Nội,3,3,50.0,277.6
22704572,127.0,6.8,Sổ đỏ,2025-09-04,Tô Hiệu - Phường Hà Cầu,Hà Đông,Hà Nội,3,2,,53.54330708661417
22704197,61.0,18.4,Sổ đỏ,2025-09-04,Mỗ Lao - Phường Văn Mỗ,Hà Đông,Hà Nội,4,5,61.0,301.6393442622951
22704438,40.0,7.99,Sổ đỏ,2025-09-04,Mỗ Lao - Phường Văn Mỗ,Hà Đông,Hà Nội,4,5,40.0,199.75
22704179,24.0,6.6,Sổ đỏ,2025-09-04,Phùng Khoang - Phường Trung Văn,Nam Từ Liêm,Hà Nội,3,4,21.0,275.0
22694358,30.0,4.05,Sổ đỏ,2025-09-04,Cổ Bản - Nhân Sơn - Phường Đồng Mai,Hà Đông,Hà Nội,3,4,30.0,135.0
22704628,46.0,12.5,Sổ đỏ,2025-09-04,KĐT Văn Phú - Phường Phúc La,Hà Đông,Hà Nội,4,5,42.0,271.7391304347826
22694517,47.0,8.35,Sổ đỏ,2025-09-04,Văn Phú - Phường Phú La,Hà Đông,Hà Nội,4,3,47.0,177.6595744680851
22704859,33.0,6.1,Sổ đỏ,2025-09-04,Quốc Lộ 6A - Phường Phú Lương,Hà Đông,Hà Nội,4,4,35.0,184.84848484848484
22704448,32.0,11.0,Sổ đỏ,2025-09-04,KĐT Văn Phú - Phường Phú La,Hà Đông,Hà Nội,4,5,32.0,343.75
22693903,37.0,8.65,Sổ đỏ,2025-09-04,Tô Hiệu - Phường Hà Cầu,Hà Đông,Hà Nội,4,3,37.0,233.78378378378378
22695268,40.0,6.78,Sổ đỏ,2025-09-04,Lê Lợi - Phường Nguyễn Trãi,Hà Đông,Hà Nội,2,3,40.0,169.5
22694828,30.0,8.5,Sổ đỏ,2025-09-04,Ngô Quyền - Phường La Khê,Hà Đông,Hà Nội,3,4,30.0,283.3333333333333
22694201,27.0,7.5,Sổ đỏ,2025-09-04,Hồ Văn Quán - Phường Văn Quán,Hà Đông,Hà Nội,2,1,25.0,277.77777777777777
22694509,41.0,7.6,Sổ đỏ,2025-09-04,Phan Đình Giót - Phường La Khê,Hà Đông,Hà Nội,5,4,36.0,185.3658536585366
22694973,30.0,7.0,Sổ đỏ,2025-09-04,Lê Hồng Phong - Phường Hà Cầu,Hà Đông,Hà Nội,3,4,31.0,233.33333333333334
22699077,30.0,10.699,Sổ đỏ,2025-09-04,Văn Khê - Phường Phú La,Hà Đông,Hà Nội,3,3,30.0,356.6333333333333
22694037,30.0,7.099,Sổ đỏ,2025-09-04,Thanh Bình - Phường Mộ Lao,Hà Đông,Hà Nội,3,3,20.0,236.63333333333333
22694058,31.0,5.35,Sổ đỏ,2025-09-04,Yên Lộ - Phường Yên Nghĩa,Hà Đông,Hà Nội,3,3,31.0,172.58064516129033
22694280,38.0,8.5,Sổ đỏ,2025-09-04,Lê Hồng Phong - Phường Hà Cầu,Hà Đông,Hà Nội,3,3,38.0,223.68421052631578
22694069,33.0,5.488,Sổ đỏ,2025-09-04,Thanh Lãm - Phường Phú Lãm,Hà Đông,Hà Nội,3,4,30.0,166.3030303030303
22704861,32.0,6.319,Sổ đỏ,2025-09-04,Ỷ La - Phường Dương Nội,Hà Đông,Hà Nội,4,4,32.0,197.46875
22698025,31.0,8.5,Sổ đỏ,2025-09-04,Đa Sỹ - Phường Kiến Hưng,Hà Đông,Hà Nội,3,4,31.0,274.19354838709677
22705281,40.0,6.899,Sổ đỏ,2025-09-04,La Nội - Phường Dương Nội,Hà Đông,Hà Nội,4,4,40.0,172.475
22697719,40.0,6.9,Sổ đỏ,2025-09-04,Vạn Phúc - Phường Vạn Phúc,Hà Đông,Hà Nội,3,4,40.0,172.5
22698296,42.0,7.58,Sổ đỏ,2025-09-04,Mậu Lương - Phường Kiến Hưng,Hà Đông,Hà Nội,3,4,40.0,180.47619047619048
22704559,33.0,5.95,Sổ đỏ,2025-09-04,Tây Mỗ - Phường Đại Mỗ,Nam Từ Liêm,Hà Nội,4,4,33.0,180.3030303030303
22698293,52.0,14.488,Sổ đỏ,2025-09-04,Yên Nghĩa - Phường Yên Nghĩa,Hà Đông,Hà Nội,8,9,50.0,278.61538461538464
22704466,14.0,4.5,Sổ đỏ,2025-09-04,Trần Phú - Phường Văn Quán,Hà Đông,Hà Nội,3,4,14.0,321.42857142857144
22704729,34.0,6.099,Sổ đỏ,2025-09-04,Quốc lộ 6 - Phường Phú Lương,Hà Đông,Hà Nội,4,4,35.0,179.38235294117646
22704647,40.0,4.4,Sổ đỏ,2025-09-04,Quốc Lộ 6 - Phường Phú Lãm,Hà Đông,Hà Nội,4,4,40.0,110.0
22704627,36.0,5.188,Sổ đỏ,2025-09-04,Yên Nghĩa - Phường Quang Trung,Hà Đông,Hà Nội,5,4,36.0,144.11111111111111
22706279,80.0,7.499,Sổ đỏ,2025-09-04,Nguyễn Đình Tứ - Phường Xuân Đỉnh,Bắc Từ Liêm,Hà Nội,2,2,,93.7375
22706246,96.0,9.65,Sổ đỏ,2025-09-04,Nguyễn Chánh - Phường Trung Hòa,Cầu Giấy,Hà Nội,2,2,,100.52083333333333
22706094,54.0,14.2,Sổ đỏ,2025-09-03,Nguyễn Trãi - Phường Thanh Xuân Bắc,Thanh Xuân,Hà Nội,,,54.0,262.962962962963
22706114,35.0,7.1,Sổ đỏ,2025-09-03,Minh Khai - Phường Minh Khai,Hai Bà Trưng,Hà Nội,3,4,31.0,202.85714285714286
22691165,390.0,22.137,Sổ đỏ,2025-08-31,Tư Đình - Phường Long Biên,Long Biên,Hà Nội,5,2,137.0,56.761538461538464
22705897,51.0,12.0,Sổ đỏ,2025-08-31,Thái Hà - Phường Trung Liệt,Đống Đa,Hà Nội,3,2,51.0,235.2941176470588
22705884,58.0,6.35,Sổ đỏ,2025-08-30,Xóm Đông Vinh,None,Hà Nội,4,3,60.0,109.48275862068965
22705871,76.0,3.1,Sổ đỏ,2025-08-30,DT427B,None,Hà Nội,,,76.0,40.78947368421053
22705868,77.0,2.1,Sổ đỏ,2025-08-30,Quốc Lộ 1A,None,Hà Nội,,,77.0,27.272727272727273
22705870,74.0,4.42,Sổ đỏ,2025-08-30,DT427B,None,Hà Nội,,,74.0,59.729729729729726
22705692,72.0,11.8,Sổ đỏ,2025-08-29,Kim Giang - Phường Kim Giang,Thanh Xuân,Hà Nội,3,2,72.0,163.88888888888889
22705654,115.0,8.0,Sổ đỏ,2025-08-28,Thái Thịnh - Phường Trung Liệt,Đống Đa,Hà Nội,3,2,115.0,69.56521739130434
22705516,40.0,5.55,Sổ đỏ,2025-08-28,Nguyễn Văn Linh - Phường Thạch Bàn,Long Biên,Hà Nội,3,4,35.0,138.75
22705515,40.0,5.9,Sổ đỏ,2025-08-28,Việt Hưng - Phường Việt Hưng,Long Biên,Hà Nội,3,4,30.0,147.5
22705514,35.0,6.15,Sổ đỏ,2025-08-28,Cổ Linh - Phường Thạch Bàn,Long Biên,Hà Nội,3,4,33.0,175.71428571428572
22698207,46.0,12.9,Sổ đỏ,2025-08-27,Ngỗ Thì Sỹ - Phường Vạn Phúc,Hà Đông,Hà Nội,5,6,41.0,280.4347826086956
22698487,39.0,8.699,Sổ đỏ,2025-08-27,Quang Trung - Phường Quang Trung,Hà Đông,Hà Nội,4,3,39.0,223.05128205128204
22697718,34.0,6.95,Sổ đỏ,2025-08-27,Trần Phú - Phường Văn Quán,Hà Đông,Hà Nội,3,4,34.0,204.41176470588235
22693976,30.0,4.85,Sổ đỏ,2025-08-27,Lê Trọng Tấn - Phường Dương Nội,Hà Đông,Hà Nội,3,4,30.0,161.66666666666666
22705132,67.0,18.199,Sổ đỏ,2025-08-27,Hồ Văn Quán - Phường Văn Quán,Hà Đông,Hà Nội,4,4,67.0,271.6268656716418
22704418,50.0,10.7,Sổ đỏ,2025-08-27,Lê Trọng Tấn - Phường La Khê,Hà Đông,Hà Nội,,,50.0,214.0
22704718,54.0,12.699,Sổ đỏ,2025-08-27,Trinh Lương - Phường Phú Lương,Hà Đông,Hà Nội,4,4,54.0,235.16666666666666
22704485,31.0,6.75,Sổ đỏ,2025-08-27,Phan Đình Giót - Phường La Khê,Hà Đông,Hà Nội,4,5,31.0,217.74193548387098
22704451,41.0,10.79,Sổ đỏ,2025-08-27,Lê Lợi - Phường Hà Cầu,Hà Đông,Hà Nội,3,4,43.0,263.1707317073171
22704850,51.0,13.899,Sổ đỏ,2025-08-27,Phố Lụa - Phường Vạn Phúc,Hà Đông,Hà Nội,5,5,52.0,272.52941176470586
22694034,,6.9,Sổ đỏ,2025-08-27,Vạn Phúc - Phường Vạn Phúc,Hà Đông,Hà Nội,3,4,40.0,
22694057,30.0,7.199,Sổ đỏ,2025-08-27,Quang Trung - Phường Quang Trung,Hà Đông,Hà Nội,3,2,30.0,239.96666666666667
22705346,145.0,13.999,Sổ đỏ,2025-08-27,Lê Trọng Tấn - Phường La Khê,Hà Đông,Hà Nội,3,3,,96.54482758620689
22705366,40.0,13.0,Sổ đỏ,2025-08-27,Thái Hà - Phường Trung Liệt,Đống Đa,Hà Nội,5,4,40.0,325.0
22705337,27.0,5.3,Sổ đỏ,2025-08-27,Khương Trung - Phường Khương Trung,Thanh Xuân,Hà Nội,3,4,27.0,196.2962962962963
22705270,40.0,7.0,Sổ đỏ,2025-08-26,Khương Đình - Phường Khương Đình,Thanh Xuân,Hà Nội,5,4,71.0,175.0
22705314,30.0,5.19,Hợp đồng mua bán,2025-08-26,Hoàng Văn Thái - Phường Khương Mai,Thanh Xuân,Hà Nội,2,2,30.0,173.0
22705235,35.0,6.46,Sổ đỏ,2025-08-26,Kim Mã - Phường Kim Mã,Ba Đình,Hà Nội,3,4,35.0,184.57142857142858
22705173,25.0,5.7,Sổ đỏ,2025-08-26,Minh Khai - Phường Thanh Lương,Hai Bà Trưng,Hà Nội,3,3,25.0,228.0
22705223,39.0,9.4,Sổ đỏ,2025-08-26,Nguyễn Trãi - Phường Nguyễn Trãi,Hà Đông,Hà Nội,6,5,39.0,241.02564102564102
22698208,60.0,16.9,Sổ đỏ,2025-08-25,Hà Trì - Phường Hà Cầu,Hà Đông,Hà Nội,5,6,60.0,281.6666666666667
22693923,56.0,3.2,Sổ đỏ,2025-08-25,Phố Tố Hữu - Phường Dương Nội,Hà Đông,Hà Nội,2,1,,57.142857142857146
22698295,32.0,3.888,Sổ đỏ,2025-08-25,Yên Nghĩa - Phường Yên Nghĩa,Hà Đông,Hà Nội,3,4,31.0,121.5
22698473,39.0,3.749,Sổ đỏ,2025-08-25,Yên Lộ - Phường Yên Nghĩa,Hà Đông,Hà Nội,3,4,38.0,96.12820512820512
22698799,34.0,11.299,Sổ đỏ,2025-08-25,Văn Phú - Phường Phú La,Hà Đông,Hà Nội,3,4,34.0,332.3235294117647
22699182,33.0,5.49,Sổ đỏ,2025-08-25,Thanh Lãm - Phường Phú Lãm,Hà Đông,Hà Nội,3,4,33.0,166.36363636363637
22694755,30.0,7.5,Sổ đỏ,2025-08-25,Ngỗ Thì Sỹ - Phường Vạn Phúc,Hà Đông,Hà Nội,3,4,30.0,250.0
22704182,145.0,7.5,Sổ đỏ,2025-08-24,Văn Khê - Phường La Khê,Hà Đông,Hà Nội,3,2,,51.724137931034484
22696812,50.0,17.299,Sổ đỏ,2025-08-24,Quang Trung - Phường La Khê,Hà Đông,Hà Nội,4,3,50.0,345.98
22698574,40.0,6.688,Sổ đỏ,2025-08-24,Vạn Phúc - Phường Vạn Phúc,Hà Đông,Hà Nội,4,3,40.0,167.2
22698472,30.0,7.488,Sổ đỏ,2025-08-24,Ngỗ Thì Sỹ - Phường Vạn Phúc,Hà Đông,Hà Nội,3,4,30.0,249.6
22694698,48.0,13.9,Sổ đỏ,2025-08-24,Văn Phú - Phường Phú La,Hà Đông,Hà Nội,4,4,50.0,289.5833333333333
22704749,70.0,3.85,Sổ đỏ,2025-08-24,Nguyễn Trác - Phường Dương Nội,Hà Đông,Hà Nội,2,2,,55.0
22705007,43.0,10.598,Sổ đỏ,2025-08-24,Bà Triệu - Phường Nguyễn Trãi,Hà Đông,Hà Nội,3,4,43.0,246.46511627906978
22705009,30.0,7.95,Sổ đỏ,2025-08-24,Trần Phú - Phường Văn Quán,Hà Đông,Hà Nội,5,4,30.0,265.0
22705010,30.0,3.95,Sổ đỏ,2025-08-24,Cổ Bản - Nhân Sơn - Phường Đồng Mai,Hà Đông,Hà Nội,4,3,30.0,131.66666666666666
22704865,141.0,12.0,Sổ đỏ,2025-08-23,Hoa Lâm - Phường Việt Hưng,Long Biên,Hà Nội,,,141.0,85.1063829787234
22704863,35.0,6.75,Sổ đỏ,2025-08-23,Phố Trạm - Phường Long Biên,Long Biên,Hà Nội,3,5,35.0,192.85714285714286
22704872,44.0,9.5,Sổ đỏ,2025-08-23,Lệ Mật - Phường Việt Hưng,Long Biên,Hà Nội,4,6,44.0,215.9090909090909
22704639,50.0,10.8,Sổ đỏ,2025-08-22,Phương Mai - Phường Phương Mai,Đống Đa,Hà Nội,4,3,45.0,216.0
22704632,40.0,10.5,Sổ đỏ,2025-08-21,Tân Mai - Phường Tân Mai,Hoàng Mai,Hà Nội,4,4,40.0,262.5
22704497,29.0,5.2,Sổ đỏ,2025-08-21,Kim Hoàng,None,Hà Nội,3,4,31.0,179.31034482758622
22704532,31.0,4.0,Sổ đỏ,2025-08-21,Hoa Thám,None,Hà Nội,4,4,31.0,129.03225806451613
22704394,42.0,10.5,Sổ đỏ,2025-08-20,Trần Khát Chân - Phường Bạch Đằng,Hai Bà Trưng,Hà Nội,4,4,42.0,250.0
22704395,40.0,13.5,Sổ đỏ,2025-08-20,Ngõ Quỳnh - Phường Đống Mác,Hai Bà Trưng,Hà Nội,4,4,40.0,337.5
22704397,40.0,6.0,Sổ đỏ,2025-08-20,Nghĩa Dũng - Phường Phúc Xá,Ba Đình,Hà Nội,3,3,40.0,150.0
22703733,67.0,7.1,Sổ đỏ,2025-08-20,Tân Ấp - Phường Phúc Xá,Ba Đình,Hà Nội,2,2,67.0,105.97014925373135
22703591,,5.8,Sổ đỏ,2025-08-20,Đê La Thành - Phường Thổ Quan,Đống Đa,Hà Nội,2,2,36.0,
22703593,,26.0,Sổ đỏ,2025-08-20,Thanh Lân - Phường Tân Mai,Hoàng Mai,Hà Nội,4,4,110.0,
22703595,85.0,42.0,Sổ đỏ,2025-08-20,Nguyên Hồng - Phường Láng Hạ,Đống Đa,Hà Nội,11,7,85.0,494.11764705882354
22703599,145.0,26.0,Sổ đỏ,2025-08-20,Thịnh Liệt - Phường Thịnh Liệt,Hoàng Mai,Hà Nội,1,1,145.0,179.31034482758622
22703604,,45.0,Sổ đỏ,2025-08-20,Tam Khương - Phường Trung Tự,Đống Đa,Hà Nội,4,4,100.0,
22703608,54.0,25.0,Sổ đỏ,2025-08-20,Lò Đúc - Phường Minh Khai,Hai Bà Trưng,Hà Nội,3,3,54.0,462.962962962963
22694775,,7.8,Sổ đỏ,2025-08-20,Khâm Thiên - Phường Khâm Thiên,Đống Đa,Hà Nội,3,2,56.0,
22688265,,6.95,Sổ đỏ,2025-08-20,Bạch Mai - Phường Bạch Mai,Hai Bà Trưng,Hà Nội,3,3,39.0,
22688266,,8.6,Sổ đỏ,2025-08-20,Giáp Bát - Phường Giáp Bát,Hoàng Mai,Hà Nội,3,3,32.0,
22689268,,14.5,Sổ đỏ,2025-08-20,Nguyễn An Ninh - Phường Vĩnh Tuy,Hai Bà Trưng,Hà Nội,10,10,54.0,
22689271,,18.0,Sổ đỏ,2025-08-20,An Dương - Phường Yên Phụ,Tây Hồ,Hà Nội,3,3,77.0,
22689274,,13.8,Sổ đỏ,2025-08-20,Đội Cấn - Phường Đội Cấn,Ba Đình,Hà Nội,4,4,80.0,
22689275,,28.0,Sổ đỏ,2025-08-20,Phan Kế Bính - Phường Cống Vị,Ba Đình,Hà Nội,3,3,50.0,
22690180,,16.5,Sổ đỏ,2025-08-20,Bát Khối - Phường Cự Khối,Long Biên,Hà Nội,6,6,130.0,
22692340,,7.35,Sổ đỏ,2025-08-20,Đội Cấn - Phường Đội Cấn,Ba Đình,Hà Nội,1,1,35.0,
22692344,,12.6,Sổ đỏ,2025-08-20,Mạc Thị Bưởi - Phường Vĩnh Tuy,Hai Bà Trưng,Hà Nội,6,6,50.0,
22692348,,4.95,Sổ đỏ,2025-08-20,Nguyễn Khiết - Phường Phan Chu Trinh,Hoàn Kiếm,Hà Nội,2,2,24.0,
22687415,,13.6,Sổ đỏ,2025-08-20,Xuân Thủy - Phường Dịch Vọng Hậu,Cầu Giấy,Hà Nội,5,4,42.0,
22687416,,12.8,Sổ đỏ,2025-08-20,Thanh Nhàn - Phường Thanh Nhàn,Hai Bà Trưng,Hà Nội,11,5,52.0,
22687624,,9.7,Sổ đỏ,2025-08-20,Yên Phụ - Phường Quảng An,Tây Hồ,Hà Nội,5,5,30.0,
22687629,,8.8,Sổ đỏ,2025-08-20,Đội Cấn - Phường Đội Cấn,Ba Đình,Hà Nội,4,3,33.0,
22687971,,27.5,Sổ đỏ,2025-08-20,Dương Văn Bé - Phường Quỳnh Mai,Hai Bà Trưng,Hà Nội,6,6,70.0,
22688255,,11.9,Sổ đỏ,2025-08-20,Nguyễn Cao - Phường Đống Mác,Hai Bà Trưng,Hà Nội,4,4,40.0,
22688259,,22.5,Sổ đỏ,2025-08-20,Phố Vọng - Phường Đống Mác,Hai Bà Trưng,Hà Nội,24,12,70.0,
22689269,,3.8,Sổ đỏ,2025-08-20,Bạch Mai - Phường Bạch Mai,Hai Bà Trưng,Hà Nội,3,3,19.0,
22689270,,11.5,Sổ đỏ,2025-08-20,Đội Cấn - Phường Đội Cấn,Ba Đình,Hà Nội,2,2,21.0,
22689376,,4.0,Sổ đỏ,2025-08-20,Nguyễn Khiết - Phường Trần Hưng Đạo,Hoàn Kiếm,Hà Nội,3,4,20.0,
22689379,,5.5,Sổ đỏ,2025-08-20,Bát Khối - Phường Cự Khối,Long Biên,Hà Nội,3,3,30.0,
22692140,,7.8,Sổ đỏ,2025-08-20,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,1,1,52.0,
22692146,,5.35,Sổ đỏ,2025-08-20,Vân Đồn - Phường Thanh Lương,Hai Bà Trưng,Hà Nội,2,2,28.0,
22692147,,5.85,Sổ đỏ,2025-08-20,Nguyễn Cao - Phường Bạch Đằng,Hai Bà Trưng,Hà Nội,2,2,16.0,
22696018,,8.2,Sổ đỏ,2025-08-20,Thái Thịnh - Phường Láng Hạ,Đống Đa,Hà Nội,3,4,32.0,
22696020,,4.3,Sổ đỏ,2025-08-20,Hồng Hà - Phường Chương Dương Độ,Hoàn Kiếm,Hà Nội,3,3,22.0,
22696021,,4.8,Sổ đỏ,2025-08-20,Bạch Đằng - Phường Trần Hưng Đạo,Hoàn Kiếm,Hà Nội,1,1,28.0,
22698188,,5.6,Sổ đỏ,2025-08-20,Tân Ấp - Phường Phúc Xá,Ba Đình,Hà Nội,3,3,23.0,
22698730,,16.98,Sổ đỏ,2025-08-20,Đê La Thành - Phường Ô Chợ Dừa,Đống Đa,Hà Nội,2,2,43.0,
22702609,,6.2,Sổ đỏ,2025-08-20,Minh Khai - Phường Minh Khai,Hai Bà Trưng,Hà Nội,1,1,23.0,
22692144,,5.6,Sổ đỏ,2025-08-20,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,4,4,40.0,
22692506,,13.2,Sổ đỏ,2025-08-20,Lò Đúc - Phường Phạm Đình Hổ,Hai Bà Trưng,Hà Nội,6,7,65.0,
