ma_bds,dien_tich_su_dung_m2,gia(ty),phap_ly,ngay_dang,phuong_xa,quan_huyen,thanh_pho,nha_tam,phong_ngu,dien_tich_dat_m2,gia_per_m2
22709895,63.0,13.184,Sổ hồng,2025-09-29,Tứ Liên - Phường Tứ Liên,Tây Hồ,Hà Nội,5,4,64.0,209.26984126984127
22709893,60.0,3.5,Sổ đỏ,2025-09-29,Phan Trọng Tuệ - Phường La Khê,Hà Đông,Hà Nội,2,2,60.0,58.333333333333336
22706180,52.0,6.5,Sổ hồng,2025-09-26,Đường 70B Đông Mỹ,None,Hà Nội,3,4,41.0,125.0
22706624,57.0,3.4,Sổ đỏ,2025-09-26,Liên Thôn,None,Hà Nội,,,57.0,59.64912280701754
22706922,75.0,6.35,Sổ đỏ,2025-09-26,Đông Mỹ - Liên Ninh,None,Hà Nội,4,5,47.0,84.66666666666667
22709614,222.0,8.6,Sổ đỏ,2025-09-26,Đường 70A - Phường Đại Mỗ,Nam Từ Liêm,Hà Nội,4,5,37.0,38.73873873873874
22709591,77.0,4.4,Sổ đỏ,2025-09-26,Xa La - Phường Phúc La,Hà Đông,Hà Nội,,2,77.0,57.142857142857146
22709585,110.0,7.78,Sổ đỏ,2025-09-26,Cầu Am - Phường Vạn Phúc,Hà Đông,Hà Nội,3,2,,70.72727272727273
22709217,42.0,9.9,Sổ đỏ,2025-09-24,Phố Lương Khánh Thiện - Phường Tân Mai,Hoàng Mai,Hà Nội,3,3,40.0,235.71428571428572
22709266,,14.0,Sổ đỏ,2025-09-24,Võ Chí Công - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,10,10,74.0,
22708985,45.0,7.9,Sổ đỏ,2025-09-23,Tân Mai - Phường Tân Mai,Hoàng Mai,Hà Nội,5,3,40.0,175.55555555555554
22709015,95.0,21.9,Sổ đỏ,2025-09-23,Foresa 8B - Phường Xuân Phương,Nam Từ Liêm,Hà Nội,2,2,90.0,230.52631578947367
22709017,96.0,9.6,Sổ đỏ,2025-09-23,Nguyễn Chánh - Phường Trung Hòa,Cầu Giấy,Hà Nội,2,2,,100.0
22709108,,12.0,Sổ đỏ,2025-09-23,Hoàng Quốc Việt - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,4,3,40.0,
22706883,,24.0,Sổ đỏ,2025-09-22,Dương Quảng Hàm - Phường Quan Hoa,Cầu Giấy,Hà Nội,34,36,124.0,
22706885,68.0,18.0,Sổ đỏ,2025-09-22,Quan Hoa - Phường Quan Hoa,Cầu Giấy,Hà Nội,18,19,,264.70588235294116
22701955,,16.89,Sổ đỏ,2025-09-22,Hoàng Quốc Việt - Phường Nghĩa Tân,Cầu Giấy,Hà Nội,5,5,58.0,
22707350,270.0,9.3,Sổ hồng,2025-09-22,Hà Trì - Phường Hà Cầu,Hà Đông,Hà Nội,7,7,50.0,34.44444444444444
22708863,35.0,10.8,Sổ đỏ,2025-09-22,Trường Chinh - Phường Phương Liệt,Thanh Xuân,Hà Nội,3,3,35.0,308.57142857142856
22708820,61.0,4.0,Sổ đỏ,2025-09-21,Lương Thế Vinh - Phường Mễ Trì,Nam Từ Liêm,Hà Nội,2,2,,65.57377049180327
22708816,83.0,29.0,Sổ đỏ,2025-09-21,Tô Hiệu - Phường Hà Cầu,Hà Đông,Hà Nội,5,4,83.0,349.3975903614458
22708818,81.0,5.5,Sổ đỏ,2025-09-21,Lương Thế Vinh - Phường Mễ Trì,Nam Từ Liêm,Hà Nội,2,2,,67.90123456790124
22705698,586.0,21.0,Sổ hồng,2025-09-20,Đại lộ Thăng Long - Phường Phú Đô,Nam Từ Liêm,Hà Nội,8,9,82.0,35.83617747440273
22708514,40.0,11.4,Sổ đỏ,2025-09-20,Hoàng Quốc Việt - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,6,6,40.0,285.0
22704425,50.0,14.3,Sổ đỏ,2025-09-20,Hoàng Quốc Việt - Phường Nghĩa Tân,Cầu Giấy,Hà Nội,3,3,48.0,286.0
22704428,100.0,54.5,Sổ đỏ,2025-09-20,Trung Yên 6 - Phường Trung Hòa,Cầu Giấy,Hà Nội,10,10,100.0,545.0
22704432,120.0,90.0,Sổ đỏ,2025-09-20,Trần Vỹ - Phường Mai Dịch,Cầu Giấy,Hà Nội,10,10,120.0,750.0
22704435,60.0,25.2,Sổ đỏ,2025-09-20,Hoàng Quốc Việt - Phường Nghĩa Tân,Cầu Giấy,Hà Nội,6,6,60.0,420.0
22704437,100.0,32.0,Sổ đỏ,2025-09-20,Lê Văn Lương - Phường Trung Hòa,Cầu Giấy,Hà Nội,4,4,100.0,320.0
22704441,100.0,31.0,Sổ đỏ,2025-09-20,Nguyễn Ngọc Vũ - Phường Trung Hòa,Cầu Giấy,Hà Nội,18,18,100.0,310.0
22706071,45.0,10.6,Sổ đỏ,2025-09-20,Nguyễn Khang - Phường Quan Hoa,Cầu Giấy,Hà Nội,4,5,45.0,235.55555555555554
22706073,71.0,5.95,Sổ đỏ,2025-09-20,Nguyễn Chánh - Phường Yên Hòa,Cầu Giấy,Hà Nội,2,2,,83.80281690140845
22704457,100.0,58.0,Sổ đỏ,2025-09-20,Nguyễn Ngọc Nại - Phường Khương Mai,Thanh Xuân,Hà Nội,8,9,100.0,580.0
22708641,55.0,0.3,Sổ đỏ,2025-09-19,Đình Thôn - Phường Mỹ Đình 1,Nam Từ Liêm,Hà Nội,4,4,55.0,5.454545454545454
22706091,235.0,21.999,Không xác định,2025-09-18,Tân Ấp - Phường Phúc Xá,Ba Đình,Hà Nội,,,235.0,93.61276595744681
22706090,333.0,42.0,Sổ hồng,2025-09-18,Lê Trọng Tấn - Phường Khương Mai,Thanh Xuân,Hà Nội,68,8,68.0,126.12612612612612
22706087,455.0,43.0,Sổ hồng,2025-09-18,Nguyễn Hoàng - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,6,6,75.0,94.50549450549451
22705546,233.0,24.999,Giấy tờ hợp lệ,2025-09-18,Tân Ấp - Phường Phúc Xá,Ba Đình,Hà Nội,,,235.0,107.29184549356223
22705531,456.0,42.0,Sổ hồng,2025-09-18,Nguyễn Hoàng - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,8,8,76.0,92.10526315789474
22705525,456.0,43.0,Sổ hồng,2025-09-18,Nguyễn Hoàng - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,6,6,76.0,94.29824561403508
22704217,331.0,42.0,Sổ hồng,2025-09-18,Lê Trọng Tấn - Phường Khương Mai,Thanh Xuân,Hà Nội,8,6,66.0,126.8882175226586
22704206,456.0,43.2,Sổ đỏ,2025-09-18,Nguyễn Hoàng - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,6,6,76.0,94.73684210526316
22708403,31.0,5.9,Sổ hồng,2025-09-18,Khuyến Lương - Phường Trần Phú,Hoàng Mai,Hà Nội,3,4,31.0,190.32258064516128
22707131,350.0,15.8,Sổ đỏ,2025-09-17,Vũ Tông Phan - Phường Khương Trung,Thanh Xuân,Hà Nội,6,6,50.0,45.142857142857146
22707714,75.0,35.0,Sổ đỏ,2025-09-17,Nguyễn Khang - Phường Trung Hòa,Cầu Giấy,Hà Nội,2,8,75.0,466.6666666666667
22707626,100.0,36.0,Sổ đỏ,2025-09-17,Đông Các - Phường Ô Chợ Dừa,Đống Đa,Hà Nội,6,5,85.0,360.0
22703082,,18.9,Sổ đỏ,2025-09-16,Nguyễn Khánh Toàn - Phường Quan Hoa,Cầu Giấy,Hà Nội,5,6,52.0,
22702180,,12.2,Sổ đỏ,2025-09-16,Dương Quảng Hàm - Phường Quan Hoa,Cầu Giấy,Hà Nội,5,6,48.0,
22707991,29.0,6.949,Sổ đỏ,2025-09-16,Hà Trì - Phường Hà Cầu,Hà Đông,Hà Nội,4,4,30.0,239.6206896551724
22708023,33.0,7.1,Sổ hồng,2025-09-16,Khâm Thiên - Phường Thổ Quan,Đống Đa,Hà Nội,4,4,33.0,215.15151515151516
22708006,43.0,6.6,Không xác định,2025-09-16,Lương Thế Vinh - Phường Trung Văn,Nam Từ Liêm,Hà Nội,3,3,43.0,153.48837209302326
22708012,112.0,20.0,Sổ đỏ,2025-09-16,Tam Trinh - Phường Mai Động,Hoàng Mai,Hà Nội,,,112.0,178.57142857142858
22708009,31.0,7.0,Sổ đỏ,2025-09-16,Mỹ Đình - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,3,4,31.0,225.80645161290323
22708011,100.0,1.3,Sổ hồng,2025-09-16,Cổ Đông,None,Hà Nội,,,100.0,13.0
22707975,,15.0,Sổ hồng,2025-09-16,Mỹ Đình - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,,,112.0,
22708002,96.0,9.65,Sổ đỏ,2025-09-16,Nguyễn Chánh - Phường Trung Hòa,Cầu Giấy,Hà Nội,2,2,,100.52083333333333
22707857,,63.0,Sổ hồng,2025-09-15,Tây Thăng Long - Phường Tây Tựu,Bắc Từ Liêm,Hà Nội,2,2,200.0,
22707864,100.0,1.299,Sổ hồng,2025-09-15,Cổ Đông,None,Hà Nội,,,100.0,12.99
22707855,,0.3,Sổ đỏ,2025-09-15,Tây Thăng Long - Phường Tây Tựu,Bắc Từ Liêm,Hà Nội,3,2,160.0,
22707851,,28.56,Sổ đỏ,2025-09-15,Tây Thăng Long - Phường Tây Tựu,Bắc Từ Liêm,Hà Nội,2,2,102.0,
22707952,,16.3,Sổ đỏ,2025-09-15,Hoàng Quốc Việt - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,5,6,54.0,
22707963,274.0,17.3,Sổ đỏ,2025-09-15,Nguyễn Văn Huyên - Phường Quan Hoa,Cầu Giấy,Hà Nội,6,7,56.0,63.13868613138686
22707967,61.0,14.2,Sổ đỏ,2025-09-15,Văn Cao - Phường Liễu Giai,Ba Đình,Hà Nội,15,16,,232.78688524590163
22707930,82.0,8.259,Sổ hồng,2025-09-15,Giải Phóng - Phường Phương Liệt,Thanh Xuân,Hà Nội,2,2,,100.71951219512195
22707605,83.0,17.4,Sổ đỏ,2025-09-13,Nguyễn Thanh Bình - Phường La Khê,Hà Đông,Hà Nội,4,4,83.0,209.63855421686748
22706940,43.0,7.6,Sổ đỏ,2025-09-12,Thanh Lãm - Phường Phú Lãm,Hà Đông,Hà Nội,6,4,40.0,176.74418604651163
22706261,40.0,9.0,Sổ đỏ,2025-09-12,Lý Tự Trọng - Phường La Khê,Hà Đông,Hà Nội,3,3,40.0,225.0
22706576,45.0,13.09,Sổ đỏ,2025-09-12,Chiến Thắng - Phường Văn Quán,Hà Đông,Hà Nội,6,6,35.0,290.8888888888889
22706960,27.0,5.889,Sổ đỏ,2025-09-12,Trần Phú - Phường Mộ Lao,Hà Đông,Hà Nội,3,4,28.0,218.11111111111111
22706405,38.0,4.85,Sổ đỏ,2025-09-12,Yên Nghĩa - Phường Dương Nội,Hà Đông,Hà Nội,3,4,38.0,127.63157894736842
22706299,45.0,10.498,Sổ đỏ,2025-09-12,Phan Đình Giót - Phường La Khê,Hà Đông,Hà Nội,4,4,45.0,233.2888888888889
22706961,30.0,7.699,Sổ đỏ,2025-09-12,Ngô Quyền - Phường La Khê,Hà Đông,Hà Nội,4,4,30.0,256.6333333333333
22707261,74.0,4.749,Sổ đỏ,2025-09-12,Quang Trung - Phường Quang Trung,Hà Đông,Hà Nội,3,2,,64.17567567567568
22707264,50.0,17.799,Sổ đỏ,2025-09-12,Văn La - Phường Phú La,Hà Đông,Hà Nội,5,5,50.0,355.98
22707266,42.0,12.899,Sổ đỏ,2025-09-12,Nguyễn Trãi - Phường Văn Quán,Hà Đông,Hà Nội,4,3,42.0,307.1190476190476
22707504,34.0,7.1,Sổ đỏ,2025-09-12,Bà Triệu - Phường Nguyễn Trãi,Hà Đông,Hà Nội,3,4,32.0,208.8235294117647
22707527,73.0,8.614,Hợp đồng mua bán,2025-09-12,Nguyễn Tuân - Phường Thanh Xuân Trung,Thanh Xuân,Hà Nội,2,2,,118.0
22706926,,17.8,Sổ đỏ,2025-09-11,Trần Đăng Ninh - Phường Dịch Vọng,Cầu Giấy,Hà Nội,4,4,57.0,
22706872,,18.0,Sổ đỏ,2025-09-11,Phan Văn Trường - Phường Dịch Vọng Hậu,Cầu Giấy,Hà Nội,4,6,65.0,
22706781,,19.7,Sổ đỏ,2025-09-11,Trần Quốc Hoàn - Phường Dịch Vọng Hậu,Cầu Giấy,Hà Nội,4,5,59.0,
22706477,,15.9,Sổ đỏ,2025-09-11,Hoàng Sâm - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,3,3,57.0,
22706392,,17.6,Sổ đỏ,2025-09-11,Nguyễn Đình Hoàn - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,2,2,69.0,
22706248,,20.4,Sổ đỏ,2025-09-11,Võ Chí Công - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,4,4,62.0,
22704808,,16.5,Không xác định,2025-09-11,Khúc Thừa Dụ - Phường Dịch Vọng,Cầu Giấy,Hà Nội,6,6,49.0,
22704564,,22.0,Sổ đỏ,2025-09-11,Võ Văn Dũng - Phường Ô Chợ Dừa,Đống Đa,Hà Nội,4,4,64.0,
22704233,,24.6,Sổ đỏ,2025-09-11,Hoàng Cầu - Phường Trung Liệt,Đống Đa,Hà Nội,4,4,61.0,
22704032,,19.8,Sổ đỏ,2025-09-11,Huỳnh Thúc Kháng - Phường Láng Hạ,Đống Đa,Hà Nội,4,4,53.0,
22703462,,18.5,Sổ đỏ,2025-09-11,Nam Đồng - Phường Nam Đồng,Đống Đa,Hà Nội,6,6,59.0,
22703778,,19.699,Sổ đỏ,2025-09-11,Đường Láng - Phường Láng Thượng,Đống Đa,Hà Nội,4,4,61.0,
22703343,,15.6,Sổ đỏ,2025-09-11,Xã Đàn - Phường Nam Đồng,Đống Đa,Hà Nội,4,3,56.0,
22703057,,19.6,Sổ đỏ,2025-09-11,Tôn Đức Thắng - Phường Cát Linh,Đống Đa,Hà Nội,1,1,73.0,
22702924,,17.299,Sổ đỏ,2025-09-11,Phan Văn Trị - Phường Cát Linh,Đống Đa,Hà Nội,4,4,60.0,
22702696,,20.1,Sổ đỏ,2025-09-11,Ngõ Thịnh Hào - Phường Cát Linh,Đống Đa,Hà Nội,4,4,72.0,
22702695,,18.4,Sổ đỏ,2025-09-11,Khâm Thiên - Phường Khâm Thiên,Đống Đa,Hà Nội,4,4,68.0,
22702550,,15.2,Sổ đỏ,2025-09-11,Hồ Văn Chương - Phường Văn Chương,Đống Đa,Hà Nội,4,5,60.0,
22699822,,24.0,Sổ đỏ,2025-09-11,Quan Hoa - Phường Quan Hoa,Cầu Giấy,Hà Nội,6,8,75.0,
22699255,,23.5,Sổ đỏ,2025-09-11,Cầu Giấy - Phường Dịch Vọng,Cầu Giấy,Hà Nội,6,6,72.0,
22698229,,18.0,Sổ đỏ,2025-09-11,Nguyễn Lương Bằng - Phường Nam Đồng,Đống Đa,Hà Nội,4,6,64.0,
22688353,,34.0,Sổ đỏ,2025-09-11,Đường số 800A - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,1,1,90.0,
22699358,,20.5,Sổ đỏ,2025-09-11,Dịch Vọng - Phường Dịch Vọng,Cầu Giấy,Hà Nội,4,6,75.0,
22688721,,25.0,Sổ đỏ,2025-09-11,Võ Chí Công - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,6,6,55.0,
22706127,,19.599,Sổ đỏ,2025-09-11,Nguyễn Khánh Toàn - Phường Quan Hoa,Cầu Giấy,Hà Nội,4,6,64.0,
22706192,,15.8,Sổ đỏ,2025-09-11,Phùng Chí Kiên - Phường Quan Hoa,Cầu Giấy,Hà Nội,4,4,56.0,
22704653,,19.499,Sổ đỏ,2025-09-11,Yên Lãng - Phường Thịnh Quang,Đống Đa,Hà Nội,4,5,63.0,
22705246,,22.0,Sổ đỏ,2025-09-11,Cầu Giấy - Phường Quan Hoa,Cầu Giấy,Hà Nội,4,7,63.0,
22705038,,17.8,Sổ đỏ,2025-09-11,Dịch Vọng - Phường Dịch Vọng,Cầu Giấy,Hà Nội,4,4,61.0,
22705329,,19.5,Sổ đỏ,2025-09-11,Quan Hoa - Phường Quan Hoa,Cầu Giấy,Hà Nội,4,4,71.0,
22705613,,19.5,Sổ đỏ,2025-09-11,Nghĩa Tân - Phường Nghĩa Tân,Cầu Giấy,Hà Nội,4,4,59.0,
22688955,,135.0,Sổ đỏ,2025-09-11,Nguyễn Thị Định - Phường Trung Hòa,Cầu Giấy,Hà Nội,4,4,248.0,
22705666,,20.999,Sổ đỏ,2025-09-11,Phố Nghĩa Đô - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,4,5,66.0,
22689297,,22.0,Sổ đỏ,2025-09-11,Thái Hà - Phường Trung Liệt,Đống Đa,Hà Nội,6,6,62.0,
22690824,,26.0,Sổ đỏ,2025-09-11,Yên Lãng - Phường Thịnh Quang,Đống Đa,Hà Nội,4,6,88.0,
22690600,,25.0,Sổ đỏ,2025-09-11,Láng Hạ - Phường Láng Hạ,Đống Đa,Hà Nội,4,5,73.0,
22690916,,52.0,Sổ đỏ,2025-09-11,Thái Hà - Phường Trung Liệt,Đống Đa,Hà Nội,4,10,180.0,
22699442,,18.0,Sổ đỏ,2025-09-11,Khúc Thừa Dụ - Phường Dịch Vọng,Cầu Giấy,Hà Nội,4,4,65.0,
22699645,,22.5,Sổ đỏ,2025-09-11,Trần Quý Kiên - Phường Dịch Vọng,Cầu Giấy,Hà Nội,4,5,68.0,
22700134,,23.0,Sổ đỏ,2025-09-11,Phố Nghĩa Đô - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,4,7,72.0,
22699843,,20.0,Sổ đỏ,2025-09-11,Nguyễn Phong Sắc - Phường Nghĩa Tân,Cầu Giấy,Hà Nội,4,4,62.0,
22700224,,19.5,Sổ đỏ,2025-09-11,Hoàng Quốc Việt - Phường Nghĩa Tân,Cầu Giấy,Hà Nội,4,5,67.0,
22700490,,19.8,Sổ đỏ,2025-09-11,Võ Chí Công - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,4,5,65.0,
22700597,,18.5,Sổ đỏ,2025-09-11,Nguyễn Đình Hoàn - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,4,4,71.0,
22701085,,21.5,Sổ đỏ,2025-09-11,Lạc Long Quân - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,4,4,88.0,
22701301,,19.2,Sổ đỏ,2025-09-11,Trần Quốc Hoàn - Phường Dịch Vọng Hậu,Cầu Giấy,Hà Nội,4,4,60.0,
22701606,,18.6,Sổ đỏ,2025-09-11,Tô Hiệu - Phường Nghĩa Tân,Cầu Giấy,Hà Nội,4,4,60.0,
22702273,,15.5,Sổ đỏ,2025-09-11,Giảng Võ - Phường Cát Linh,Đống Đa,Hà Nội,6,6,57.0,
22702334,,17.899,Sổ đỏ,2025-09-11,Ô Chợ Dừa - Phường Ô Chợ Dừa,Đống Đa,Hà Nội,4,3,61.0,
22690075,,0.021,Sổ đỏ,2025-09-11,Hoàng Quốc Việt - Phường Nghĩa Tân,Cầu Giấy,Hà Nội,4,4,58.0,
22691067,,25.0,Sổ đỏ,2025-09-11,Trần Quang Diệu - Phường Trung Liệt,Đống Đa,Hà Nội,4,6,92.0,
22691069,,142.0,Sổ đỏ,2025-09-11,Xã Đàn - Phường Nam Đồng,Đống Đa,Hà Nội,1,1,196.0,
22696866,,15.499,Sổ đỏ,2025-09-11,Hào Nam - Phường Cát Linh,Đống Đa,Hà Nội,4,5,58.0,
22696887,,15.8,Sổ đỏ,2025-09-11,Vũ Thạnh - Phường Cát Linh,Đống Đa,Hà Nội,4,6,62.0,
22697135,,14.6,Sổ đỏ,2025-09-11,Cát Linh - Phường Cát Linh,Đống Đa,Hà Nội,4,4,53.0,
22697196,,16.5,Sổ đỏ,2025-09-11,Giảng Võ - Phường Cát Linh,Đống Đa,Hà Nội,6,6,65.0,
22697306,,16.0,Sổ đỏ,2025-09-11,Ô Chợ Dừa - Phường Ô Chợ Dừa,Đống Đa,Hà Nội,4,4,59.0,
22697542,,16.5,Sổ đỏ,2025-09-11,Xã Đàn - Phường Nam Đồng,Đống Đa,Hà Nội,4,4,52.0,
22697549,,18.0,Sổ đỏ,2025-09-11,Nam Đồng - Phường Nam Đồng,Đống Đa,Hà Nội,4,6,58.0,
22697802,,16.3,Sổ đỏ,2025-09-11,Tây Sơn - Phường Trung Liệt,Đống Đa,Hà Nội,4,4,58.0,
22698068,,18.7,Sổ đỏ,2025-09-11,Linh Quang - Phường Văn Chương,Đống Đa,Hà Nội,6,8,67.0,
22698308,,20.0,Sổ đỏ,2025-09-11,Khâm Thiên - Phường Khâm Thiên,Đống Đa,Hà Nội,4,6,76.0,
22698375,,20.3,Sổ đỏ,2025-09-11,Ngõ Thịnh Hào - Phường Cát Linh,Đống Đa,Hà Nội,4,5,70.0,
22698988,,19.0,Sổ đỏ,2025-09-11,Văn Miếu - Phường Văn Miếu,Đống Đa,Hà Nội,4,6,65.0,
22698633,,21.0,Sổ đỏ,2025-09-11,Phan Văn Trị - Phường Cát Linh,Đống Đa,Hà Nội,1,1,75.0,
22703712,,21.0,Sổ đỏ,2025-09-11,Nguyễn Chí Thanh - Phường Láng Thượng,Đống Đa,Hà Nội,4,4,56.0,
22702338,,20.3,Sổ đỏ,2025-09-11,Ngõ Linh Quang - Phường Văn Chương,Đống Đa,Hà Nội,1,1,72.0,
22703790,,21.0,Sổ đỏ,2025-09-11,Pháo Đài Láng - Phường Láng Thượng,Đống Đa,Hà Nội,4,5,63.0,
22698079,,19.0,Sổ đỏ,2025-09-11,Tôn Đức Thắng - Phường Cát Linh,Đống Đa,Hà Nội,6,7,76.0,
22698970,,0.022,Sổ đỏ,2025-09-11,Tôn Đức Thắng - Phường Quốc Tử Giám,Đống Đa,Hà Nội,2,3,78.0,
22699291,,20.999,Sổ đỏ,2025-09-11,Cầu Giấy - Phường Dịch Vọng,Cầu Giấy,Hà Nội,4,4,64.0,
22699651,,22.0,Sổ đỏ,2025-09-11,Cầu Giấy - Phường Dịch Vọng,Cầu Giấy,Hà Nội,4,7,60.0,
22699816,,19.5,Sổ đỏ,2025-09-11,Dương Quảng Hàm - Phường Quan Hoa,Cầu Giấy,Hà Nội,4,4,68.0,
22699918,,25.0,Sổ đỏ,2025-09-11,Trương Công Giai - Phường Dịch Vọng,Cầu Giấy,Hà Nội,1,1,77.0,
22700015,,18.5,Sổ đỏ,2025-09-11,Nghĩa Tân - Phường Nghĩa Tân,Cầu Giấy,Hà Nội,4,6,56.0,
22700292,,21.0,Sổ đỏ,2025-09-11,Chùa Hà - Phường Quan Hoa,Cầu Giấy,Hà Nội,4,4,65.0,
22705678,,22.0,Sổ đỏ,2025-09-11,Hoàng Quốc Việt - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,4,4,70.0,
22700418,,18.0,Sổ đỏ,2025-09-11,Nguyễn Khánh Toàn - Phường Quan Hoa,Cầu Giấy,Hà Nội,4,4,55.0,
22701012,,21.0,Sổ đỏ,2025-09-11,Hoàng Sâm - Phường Quan Hoa,Cầu Giấy,Hà Nội,4,5,82.0,
22701310,,20.5,Sổ đỏ,2025-09-11,Phan Văn Trường - Phường Dịch Vọng Hậu,Cầu Giấy,Hà Nội,4,5,65.0,
22701562,,20.999,Sổ đỏ,2025-09-11,Trần Đăng Ninh - Phường Dịch Vọng,Cầu Giấy,Hà Nội,6,6,67.0,
22701854,,16.2,Sổ đỏ,2025-09-11,Hào Nam - Phường Cát Linh,Đống Đa,Hà Nội,4,4,65.0,
22702191,,18.0,Sổ đỏ,2025-09-11,Cát Linh - Phường Cát Linh,Đống Đa,Hà Nội,4,4,65.0,
22701944,,17.3,Sổ đỏ,2025-09-11,Vũ Thạnh - Phường Cát Linh,Đống Đa,Hà Nội,4,4,63.0,
22702530,,18.4,Sổ đỏ,2025-09-11,Nguyễn Lương Bằng - Phường Ô Chợ Dừa,Đống Đa,Hà Nội,2,2,67.0,
22703259,,10.98,Giấy tờ hợp lệ,2025-09-11,Dương Quảng Hàm - Phường Quan Hoa,Cầu Giấy,Hà Nội,4,5,44.0,
22702835,,23.2,Sổ đỏ,2025-09-11,Văn Miếu - Phường Cát Linh,Đống Đa,Hà Nội,6,6,73.0,
22701961,,14.49,Sổ đỏ,2025-09-11,Phố Nghĩa Đô - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,5,5,41.0,
22703107,,18.299,Sổ đỏ,2025-09-11,Văn Miếu - Phường Văn Miếu,Đống Đa,Hà Nội,4,4,65.0,
22701958,,18.49,Sổ đỏ,2025-09-11,Hoàng Quốc Việt - Phường Nghĩa Tân,Cầu Giấy,Hà Nội,6,7,60.0,
22697392,,16.8,Sổ đỏ,2025-09-11,Xã Đàn 2 - Phường Nam Đồng,Đống Đa,Hà Nội,4,5,56.0,
22701954,,9.9,Sổ đỏ,2025-09-11,Hoàng Quốc Việt - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,,,42.0,
22698528,,19.8,Sổ đỏ,2025-09-11,Đoàn Thị Điểm - Phường Nam Đồng,Đống Đa,Hà Nội,4,4,68.0,
22702170,,17.78,Sổ đỏ,2025-09-11,Phố Nghĩa Đô - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,6,6,81.0,
22697787,,18.0,Sổ đỏ,2025-09-11,Đặng Văn Ngữ - Phường Nam Đồng,Đống Đa,Hà Nội,6,5,60.0,
22703088,260.0,15.5,Sổ đỏ,2025-09-11,Dương Quảng Hàm - Phường Quan Hoa,Cầu Giấy,Hà Nội,6,7,52.0,59.61538461538461
22703273,,17.8,Sổ đỏ,2025-09-11,Xã Đàn 2 - Phường Nam Đồng,Đống Đa,Hà Nội,4,5,58.0,
22703276,,21.9,Sổ đỏ,2025-09-11,Nguyễn Phong Sắc - Phường Nghĩa Tân,Cầu Giấy,Hà Nội,4,6,62.0,
22703708,,18.6,Sổ đỏ,2025-09-11,Phố Tây Sơn - Phường Trung Liệt,Đống Đa,Hà Nội,4,5,65.0,
22703353,,21.3,Sổ đỏ,2025-09-11,Trần Quốc Hoàn - Phường Dịch Vọng Hậu,Cầu Giấy,Hà Nội,5,6,60.0,
22703594,,16.299,Sổ đỏ,2025-09-11,Đặng Văn Ngữ - Phường Nam Đồng,Đống Đa,Hà Nội,4,4,61.0,
22704190,,15.0,Sổ đỏ,2025-09-11,Trần Quốc Hoàn - Phường Dịch Vọng Hậu,Cầu Giấy,Hà Nội,5,6,40.0,
22703965,,18.4,Sổ đỏ,2025-09-11,Chùa Láng - Phường Láng Thượng,Đống Đa,Hà Nội,4,4,52.0,
22703775,,24.0,Sổ đỏ,2025-09-11,Dương Quảng Hàm - Phường Quan Hoa,Cầu Giấy,Hà Nội,16,16,70.0,
22704267,,22.0,Sổ đỏ,2025-09-11,Trần Quang Diệu - Phường Trung Liệt,Đống Đa,Hà Nội,4,4,62.0,
22704456,,24.8,Sổ đỏ,2025-09-11,Thái Hà - Phường Trung Liệt,Đống Đa,Hà Nội,6,6,68.0,
22704721,,18.6,Sổ đỏ,2025-09-11,Dương Quảng Hàm - Phường Quan Hoa,Cầu Giấy,Hà Nội,6,5,58.0,
22707108,,22.4,Không xác định,2025-09-11,Tô Hiệu - Phường Nghĩa Tân,Cầu Giấy,Hà Nội,4,5,71.0,
22707244,,15.799,Sổ đỏ,2025-09-11,Phạm Tuấn Tài - Phường Dịch Vọng Hậu,Cầu Giấy,Hà Nội,4,4,58.0,
22707221,60.0,19.0,Sổ đỏ,2025-09-10,Hoàng Mai - Phường Hoàng Văn Thụ,Hoàng Mai,Hà Nội,4,4,60.0,316.6666666666667
22707225,35.0,7.2,Sổ đỏ,2025-09-10,Nguyễn Đức Cảnh - Phường Tương Mai,Hoàng Mai,Hà Nội,4,4,35.0,205.71428571428572
